"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095",""
"0.142",""
"0.189",""
"0.236","0.018"
"0.284","0.023"
"0.331","0.026"
"0.378","0.027"
"0.425","0.026"
"0.473","0.026"
"0.520","0.027"
"0.567","0.027"
"0.614","0.025"
"0.662","0.024"
"0.709","0.025"
"0.756","0.024"
"0.803","0.022"
"0.851","0.023"
"0.898","0.027"
"0.945","0.029"
"0.992","0.028"
"1.040","0.027"
"1.087","0.026"
"1.134","0.023"
"1.181","0.019"
"1.229","0.019"
"1.276","0.023"
"1.323","0.028"
"1.371","0.031"
"1.418","0.030"
"1.465","0.028"
"1.512","0.026"
"1.560","0.025"
"1.607","0.026"
"1.654","0.026"
"1.701","0.024"
"1.749","0.018"
"1.796","0.011"
"1.843","0.008"
"1.890","0.013"
"1.938","0.021"
"1.985","0.025"
"2.032","0.022"
"2.079","0.015"
"2.127","0.012"
"2.174","0.015"
"2.221","0.021"
"2.268","0.024"
"2.316","0.023"
"2.363","0.021"
"2.410","0.021"
"2.457","0.023"
"2.505","0.023"
"2.552","0.021"
"2.599","0.019"
"2.646","0.019"
"2.694","0.020"
"2.741","0.020"
"2.788","0.020"
"2.836","0.018"
"2.883","0.017"
"2.930","0.020"
"2.977","0.029"
"3.025","0.037"
"3.072","0.036"
"3.119","0.026"
"3.166","0.015"
"3.214","0.013"
"3.261","0.018"
"3.308","0.025"
"3.355","0.031"
"3.403","0.035"
"3.450","0.034"
"3.497","0.030"
"3.544","0.026"
"3.592","0.025"
"3.639","0.027"
"3.686","0.029"
"3.733","0.029"
"3.781","0.028"
"3.828","0.025"
"3.875","0.023"
"3.922","0.022"
"3.970","0.024"
"4.017","0.028"
"4.064","0.032"
"4.112","0.033"
"4.159","0.030"
"4.206","0.024"
"4.253","0.015"
"4.301","0.005"
"4.348","0.003"
"4.395","0.014"
"4.442","0.031"
"4.490","0.040"
"4.537","0.035"
"4.584","0.024"
"4.631","0.015"
"4.679","0.014"
"4.726","0.020"
"4.773","0.025"
"4.820","0.027"
"4.868","0.024"
"4.915","0.024"
"4.962","0.027"
"5.009","0.031"
"5.057","0.032"
"5.104","0.027"
"5.151","0.020"
"5.198","0.014"
"5.246","0.015"
"5.293","0.020"
"5.340","0.026"
"5.387","0.031"
"5.435","0.031"
"5.482","0.027"
"5.529","0.023"
"5.577","0.021"
"5.624","0.021"
"5.671","0.022"
"5.718","0.023"
"5.766","0.024"
"5.813","0.025"
"5.860","0.028"
"5.907","0.031"
"5.955","0.034"
"6.002","0.037"
"6.049","0.037"
"6.096","0.038"
"6.144","0.040"
"6.191","0.043"
"6.238","0.042"
"6.285","0.037"
"6.333","0.033"
"6.380","0.033"
"6.427","0.038"
"6.474","0.050"
"6.522","0.074"
"6.569","0.115"
"6.616","0.168"
"6.663","0.223"
"6.711","0.271"
"6.758","0.330"
"6.805","0.429"
"6.853","0.569"
"6.900","0.721"
"6.947","0.855"
"6.994","0.969"
"7.042","1.070"
"7.089","1.166"
"7.136","1.257"
"7.183","1.336"
"7.231","1.405"
"7.278","1.471"
"7.325","1.537"
"7.372","1.601"
"7.420","1.661"
"7.467","1.715"
"7.514","1.765"
"7.561","1.815"
"7.609","1.867"
"7.656","1.918"
"7.703","1.968"
"7.750","2.017"
"7.798","2.069"
"7.845","2.121"
"7.892","2.172"
"7.939","2.223"
"7.987","2.273"
"8.034","2.319"
"8.081","2.363"
"8.128","2.408"
"8.176","2.454"
"8.223","2.498"
"8.270","2.538"
"8.318","2.576"
"8.365","2.615"
"8.412","2.652"
"8.459","2.690"
"8.507","2.726"
"8.554","2.757"
"8.601","2.785"
"8.648","2.815"
"8.696","2.849"
"8.743","2.882"
"8.790","2.912"
"8.837","2.940"
"8.885","2.969"
"8.932","2.999"
"8.979","3.028"
"9.026","3.052"
"9.074","3.074"
"9.121","3.098"
"9.168","3.126"
"9.215","3.155"
"9.263","3.186"
"9.310","3.218"
"9.357","3.249"
"9.404","3.279"
"9.452","3.309"
"9.499","3.339"
"9.546","3.368"
"9.594","3.394"
"9.641","3.417"
"9.688","3.439"
"9.735","3.462"
"9.783","3.486"
"9.830","3.510"
"9.877","3.533"
"9.924","3.552"
"9.972","3.568"
"10.019","3.585"
"10.066","3.605"
"10.113","3.626"
"10.161","3.646"
"10.208","3.664"
"10.255","3.678"
"10.302","3.692"
"10.350","3.707"
"10.397","3.723"
"10.444","3.739"
"10.491","3.752"
"10.539","3.764"
"10.586","3.776"
"10.633","3.789"
"10.680","3.803"
"10.728","3.818"
"10.775","3.833"
"10.822","3.848"
"10.869","3.862"
"10.917","3.876"
"10.964","3.891"
"11.011","3.906"
"11.059","3.918"
"11.106","3.929"
"11.153","3.938"
"11.200","3.948"
"11.248","3.960"
"11.295","3.974"
"11.342","3.988"
"11.389","4.000"
"11.437","4.012"
"11.484","4.025"
"11.531","4.039"
"11.578","4.053"
"11.626","4.067"
"11.673","4.080"
"11.720","4.092"
"11.767","4.104"
"11.815","4.115"
"11.862","4.126"
"11.909","4.138"
"11.956","4.150"
"12.004","4.161"
"12.051","4.170"
"12.098","4.179"
"12.145","4.189"
"12.193","4.200"
"12.240","4.209"
"12.287","4.217"
"12.335","4.224"
"12.382","4.231"
"12.429","4.238"
"12.476","4.247"
"12.524","4.255"
"12.571","4.263"
"12.618","4.271"
"12.665","4.279"
"12.713","4.286"
"12.760","4.294"
"12.807","4.302"
"12.854","4.309"
"12.902","4.316"
"12.949","4.323"
"12.996","4.330"
"13.043","4.338"
"13.091","4.345"
"13.138","4.349"
"13.185","4.354"
"13.232","4.360"
"13.280","4.366"
"13.327","4.374"
"13.374","4.382"
"13.421","4.389"
"13.469","4.397"
"13.516","4.404"
"13.563","4.412"
"13.610","4.419"
"13.658","4.426"
"13.705","4.433"
"13.752","4.441"
"13.800","4.447"
"13.847","4.451"
"13.894","4.453"
"13.941","4.455"
"13.989","4.457"
"14.036","4.459"
"14.083","4.461"
"14.130","4.463"
"14.178","4.465"
"14.225","4.469"
"14.272","4.472"
"14.319","4.476"
"14.367","4.479"
"14.414","4.481"
"14.461","4.482"
"14.508","4.484"
"14.556","4.486"
"14.603","4.487"
"14.650","4.488"
"14.697","4.490"
"14.745","4.495"
"14.792","4.501"
"14.839","4.506"
"14.886","4.510"
"14.934","4.513"
"14.981","4.516"
"15.028","4.519"
"15.076","4.522"
"15.123","4.526"
"15.170","4.529"
"15.217","4.534"
"15.265","4.538"
"15.312","4.541"
"15.359","4.544"
"15.406","4.546"
"15.454","4.548"
"15.501","4.550"
"15.548","4.553"
"15.595","4.555"
"15.643","4.557"
"15.690","4.559"
"15.737","4.561"
"15.784","4.562"
"15.832","4.563"
"15.879","4.564"
"15.926","4.564"
"15.973","4.566"
"16.021","4.567"
"16.068","4.568"
"16.115","4.568"
"16.162","4.569"
"16.210","4.570"
"16.257","4.571"
"16.304","4.572"
"16.351","4.573"
"16.399","4.571"
"16.446","4.569"
"16.493","4.565"
"16.541","4.563"
"16.588","4.562"
"16.635","4.562"
"16.682","4.563"
"16.730","4.564"
"16.777","4.565"
"16.824","4.565"
"16.871","4.563"
"16.919","4.561"
"16.966","4.558"
"17.013","4.556"
"17.060","4.553"
"17.108","4.551"
"17.155","4.551"
"17.202","4.552"
"17.249","4.555"
"17.297","4.557"
"17.344","4.557"
"17.391","4.555"
"17.438","4.552"
"17.486","4.549"
"17.533","4.546"
"17.580","4.543"
"17.627","4.541"
"17.675","4.537"
"17.722","4.534"
"17.769","4.530"
"17.817","4.526"
"17.864","4.523"
"17.911","4.521"
"17.958","4.521"
"18.006","4.521"
"18.053","4.520"
"18.100","4.517"
"18.147","4.513"
"18.195","4.508"
"18.242","4.504"
"18.289","4.502"
"18.336","4.502"
"18.384","4.500"
"18.431","4.498"
"18.478","4.495"
"18.525","4.492"
"18.573","4.489"
"18.620","4.486"
"18.667","4.484"
"18.714","4.481"
"18.762","4.479"
"18.809","4.477"
"18.856","4.475"
"18.903","4.472"
"18.951","4.469"
"18.998","4.465"
"19.045","4.460"
"19.093","4.456"
"19.140","4.453"
"19.187","4.450"
"19.234","4.448"
"19.282","4.446"
"19.329","4.445"
"19.376","4.442"
"19.423","4.439"
"19.471","4.435"
"19.518","4.431"
