"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095","0.012"
"0.142","0.020"
"0.189","0.028"
"0.236","0.028"
"0.284","0.025"
"0.331","0.024"
"0.378","0.030"
"0.425","0.040"
"0.473","0.048"
"0.520","0.047"
"0.567","0.041"
"0.614","0.039"
"0.662","0.042"
"0.709","0.042"
"0.756","0.037"
"0.803","0.035"
"0.851","0.041"
"0.898","0.047"
"0.945","0.047"
"0.992","0.044"
"1.040","0.042"
"1.087","0.041"
"1.134","0.040"
"1.181","0.041"
"1.229","0.045"
"1.276","0.049"
"1.323","0.049"
"1.370","0.047"
"1.418","0.045"
"1.465","0.045"
"1.512","0.045"
"1.559","0.044"
"1.607","0.044"
"1.654","0.045"
"1.701","0.047"
"1.749","0.048"
"1.796","0.049"
"1.843","0.050"
"1.890","0.050"
"1.938","0.050"
"1.985","0.048"
"2.032","0.045"
"2.079","0.044"
"2.127","0.044"
"2.174","0.045"
"2.221","0.047"
"2.268","0.047"
"2.316","0.045"
"2.363","0.041"
"2.410","0.040"
"2.457","0.040"
"2.505","0.041"
"2.552","0.042"
"2.599","0.044"
"2.646","0.046"
"2.694","0.043"
"2.741","0.039"
"2.788","0.039"
"2.835","0.042"
"2.883","0.046"
"2.930","0.049"
"2.977","0.052"
"3.024","0.055"
"3.072","0.052"
"3.119","0.047"
"3.166","0.043"
"3.213","0.045"
"3.261","0.048"
"3.308","0.049"
"3.355","0.048"
"3.403","0.047"
"3.450","0.047"
"3.497","0.047"
"3.544","0.050"
"3.592","0.053"
"3.639","0.055"
"3.686","0.054"
"3.733","0.052"
"3.781","0.050"
"3.828","0.047"
"3.875","0.045"
"3.922","0.048"
"3.970","0.055"
"4.017","0.061"
"4.064","0.058"
"4.111","0.049"
"4.159","0.043"
"4.206","0.046"
"4.253","0.051"
"4.300","0.054"
"4.348","0.056"
"4.395","0.058"
"4.442","0.060"
"4.489","0.059"
"4.537","0.057"
"4.584","0.057"
"4.631","0.059"
"4.678","0.062"
"4.726","0.062"
"4.773","0.061"
"4.820","0.060"
"4.867","0.060"
"4.915","0.061"
"4.962","0.061"
"5.009","0.060"
"5.057","0.060"
"5.104","0.059"
"5.151","0.059"
"5.198","0.059"
"5.246","0.060"
"5.293","0.062"
"5.340","0.064"
"5.387","0.063"
"5.435","0.061"
"5.482","0.059"
"5.529","0.058"
"5.576","0.058"
"5.624","0.058"
"5.671","0.060"
"5.718","0.061"
"5.765","0.061"
"5.813","0.059"
"5.860","0.059"
"5.907","0.059"
"5.954","0.059"
"6.002","0.058"
"6.049","0.055"
"6.096","0.054"
"6.143","0.057"
"6.191","0.061"
"6.238","0.063"
"6.285","0.064"
"6.332","0.064"
"6.380","0.063"
"6.427","0.064"
"6.474","0.064"
"6.521","0.063"
"6.569","0.069"
"6.616","0.094"
"6.663","0.140"
"6.711","0.190"
"6.758","0.242"
"6.805","0.313"
"6.852","0.408"
"6.900","0.521"
"6.947","0.652"
"6.994","0.793"
"7.041","0.917"
"7.089","1.016"
"7.136","1.102"
"7.183","1.177"
"7.230","1.242"
"7.278","1.309"
"7.325","1.383"
"7.372","1.448"
"7.419","1.501"
"7.467","1.551"
"7.514","1.605"
"7.561","1.662"
"7.608","1.720"
"7.656","1.772"
"7.703","1.817"
"7.750","1.861"
"7.797","1.909"
"7.845","1.964"
"7.892","2.018"
"7.939","2.066"
"7.986","2.110"
"8.034","2.152"
"8.081","2.196"
"8.128","2.239"
"8.176","2.275"
"8.223","2.309"
"8.270","2.344"
"8.317","2.378"
"8.365","2.408"
"8.412","2.436"
"8.459","2.464"
"8.506","2.492"
"8.554","2.519"
"8.601","2.544"
"8.648","2.567"
"8.695","2.590"
"8.743","2.614"
"8.790","2.637"
"8.837","2.660"
"8.884","2.684"
"8.932","2.710"
"8.979","2.735"
"9.026","2.762"
"9.073","2.791"
"9.121","2.822"
"9.168","2.851"
"9.215","2.878"
"9.262","2.904"
"9.310","2.927"
"9.357","2.948"
"9.404","2.972"
"9.451","2.998"
"9.499","3.024"
"9.546","3.047"
"9.593","3.070"
"9.640","3.094"
"9.688","3.116"
"9.735","3.132"
"9.782","3.145"
"9.830","3.158"
"9.877","3.171"
"9.924","3.183"
"9.971","3.193"
"10.019","3.203"
"10.066","3.213"
"10.113","3.223"
"10.160","3.233"
"10.208","3.242"
"10.255","3.249"
"10.302","3.257"
"10.349","3.265"
"10.397","3.273"
"10.444","3.280"
"10.491","3.286"
"10.538","3.291"
"10.586","3.296"
"10.633","3.300"
"10.680","3.305"
"10.727","3.310"
"10.775","3.315"
"10.822","3.320"
"10.869","3.324"
"10.916","3.328"
"10.964","3.332"
"11.011","3.336"
"11.058","3.339"
"11.105","3.343"
"11.153","3.345"
"11.200","3.348"
"11.247","3.350"
"11.294","3.352"
"11.342","3.354"
"11.389","3.357"
"11.436","3.360"
"11.484","3.363"
"11.531","3.366"
"11.578","3.368"
"11.625","3.370"
"11.673","3.371"
"11.720","3.372"
"11.767","3.372"
"11.814","3.374"
"11.862","3.375"
"11.909","3.376"
"11.956","3.376"
"12.003","3.376"
"12.051","3.375"
"12.098","3.375"
"12.145","3.374"
"12.192","3.373"
"12.240","3.371"
"12.287","3.369"
"12.334","3.367"
"12.381","3.366"
"12.429","3.365"
"12.476","3.364"
"12.523","3.362"
"12.570","3.360"
"12.618","3.358"
"12.665","3.356"
"12.712","3.354"
"12.759","3.353"
"12.807","3.351"
"12.854","3.350"
"12.901","3.348"
"12.948","3.346"
"12.996","3.344"
"13.043","3.342"
"13.090","3.338"
"13.138","3.335"
"13.185","3.332"
"13.232","3.330"
"13.279","3.328"
"13.327","3.325"
"13.374","3.322"
"13.421","3.318"
"13.468","3.315"
"13.516","3.312"
"13.563","3.309"
"13.610","3.306"
"13.657","3.303"
"13.705","3.302"
"13.752","3.300"
"13.799","3.297"
"13.846","3.293"
"13.894","3.289"
"13.941","3.284"
"13.988","3.280"
"14.035","3.275"
"14.083","3.270"
"14.130","3.264"
"14.177","3.259"
"14.224","3.254"
"14.272","3.248"
"14.319","3.241"
"14.366","3.235"
"14.413","3.228"
"14.461","3.223"
"14.508","3.218"
"14.555","3.213"
"14.602","3.207"
"14.650","3.201"
"14.697","3.195"
"14.744","3.190"
"14.792","3.185"
"14.839","3.180"
"14.886","3.174"
"14.933","3.169"
"14.981","3.164"
"15.028","3.159"
"15.075","3.155"
"15.122","3.150"
"15.170","3.146"
"15.217","3.142"
"15.264","3.137"
"15.311","3.132"
"15.359","3.126"
"15.406","3.119"
"15.453","3.114"
"15.500","3.110"
"15.548","3.106"
"15.595","3.100"
"15.642","3.094"
"15.689","3.089"
"15.737","3.084"
"15.784","3.080"
"15.831","3.075"
"15.878","3.070"
"15.926","3.065"
"15.973","3.062"
"16.020","3.059"
"16.067","3.054"
"16.115","3.049"
"16.162","3.044"
"16.209","3.038"
"16.256","3.032"
"16.304","3.027"
"16.351","3.022"
"16.398","3.018"
"16.446","3.012"
"16.493","3.006"
"16.540","3.000"
"16.587","2.995"
"16.635","2.990"
"16.682","2.987"
"16.729","2.984"
"16.776","2.980"
"16.824","2.977"
"16.871","2.973"
"16.918","2.971"
"16.965","2.968"
"17.013","2.964"
"17.060","2.960"
"17.107","2.956"
"17.154","2.951"
"17.202","2.948"
"17.249","2.945"
"17.296","2.941"
"17.343","2.937"
"17.391","2.932"
"17.438","2.928"
"17.485","2.925"
"17.532","2.920"
"17.580","2.916"
"17.627","2.911"
"17.674","2.907"
"17.721","2.903"
"17.769","2.901"
"17.816","2.898"
"17.863","2.896"
"17.910","2.893"
"17.958","2.889"
"18.005","2.886"
"18.052","2.883"
"18.100","2.879"
"18.147","2.876"
"18.194","2.873"
"18.241","2.869"
"18.289","2.864"
"18.336","2.860"
"18.383","2.857"
"18.430","2.855"
"18.478","2.852"
"18.525","2.848"
"18.572","2.843"
"18.619","2.839"
"18.667","2.837"
"18.714","2.836"
"18.761","2.836"
"18.808","2.835"
"18.856","2.833"
"18.903","2.830"
"18.950","2.826"
"18.997","2.823"
"19.045","2.821"
"19.092","2.819"
"19.139","2.816"
"19.186","2.815"
"19.234","2.814"
"19.281","2.813"
"19.328","2.813"
"19.375","2.812"
"19.423","2.811"
"19.470","2.810"
