"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095","-0.025"
"0.142","-0.030"
"0.189","-0.042"
"0.236","-0.051"
"0.284","-0.048"
"0.331","-0.049"
"0.378","-0.061"
"0.425","-0.073"
"0.473","-0.074"
"0.520","-0.071"
"0.567","-0.069"
"0.614","-0.069"
"0.662","-0.064"
"0.709","-0.058"
"0.756","-0.056"
"0.803","-0.059"
"0.851","-0.064"
"0.898","-0.067"
"0.945","-0.069"
"0.992","-0.071"
"1.040","-0.075"
"1.087","-0.069"
"1.134","-0.059"
"1.181","-0.050"
"1.229","-0.055"
"1.276","-0.064"
"1.323","-0.068"
"1.370","-0.062"
"1.418","-0.053"
"1.465","-0.051"
"1.512","-0.056"
"1.559","-0.059"
"1.607","-0.056"
"1.654","-0.054"
"1.701","-0.057"
"1.748","-0.060"
"1.796","-0.059"
"1.843","-0.055"
"1.890","-0.051"
"1.938","-0.051"
"1.985","-0.052"
"2.032","-0.055"
"2.079","-0.060"
"2.127","-0.063"
"2.174","-0.060"
"2.221","-0.057"
"2.268","-0.058"
"2.316","-0.059"
"2.363","-0.056"
"2.410","-0.055"
"2.457","-0.058"
"2.505","-0.063"
"2.552","-0.064"
"2.599","-0.057"
"2.646","-0.052"
"2.694","-0.054"
"2.741","-0.058"
"2.788","-0.060"
"2.835","-0.056"
"2.883","-0.052"
"2.930","-0.047"
"2.977","-0.044"
"3.024","-0.050"
"3.072","-0.057"
"3.119","-0.061"
"3.166","-0.059"
"3.213","-0.055"
"3.261","-0.056"
"3.308","-0.059"
"3.355","-0.058"
"3.402","-0.055"
"3.450","-0.053"
"3.497","-0.054"
"3.544","-0.054"
"3.591","-0.054"
"3.639","-0.053"
"3.686","-0.054"
"3.733","-0.056"
"3.781","-0.060"
"3.828","-0.061"
"3.875","-0.054"
"3.922","-0.046"
"3.970","-0.043"
"4.017","-0.047"
"4.064","-0.053"
"4.111","-0.056"
"4.159","-0.056"
"4.206","-0.052"
"4.253","-0.050"
"4.300","-0.051"
"4.348","-0.054"
"4.395","-0.056"
"4.442","-0.056"
"4.489","-0.053"
"4.537","-0.051"
"4.584","-0.052"
"4.631","-0.054"
"4.678","-0.056"
"4.726","-0.055"
"4.773","-0.053"
"4.820","-0.052"
"4.867","-0.053"
"4.915","-0.055"
"4.962","-0.056"
"5.009","-0.051"
"5.056","-0.046"
"5.104","-0.046"
"5.151","-0.050"
"5.198","-0.052"
"5.245","-0.050"
"5.293","-0.050"
"5.340","-0.052"
"5.387","-0.055"
"5.434","-0.055"
"5.482","-0.053"
"5.529","-0.052"
"5.576","-0.054"
"5.624","-0.056"
"5.671","-0.056"
"5.718","-0.053"
"5.765","-0.051"
"5.813","-0.050"
"5.860","-0.051"
"5.907","-0.050"
"5.954","-0.049"
"6.002","-0.049"
"6.049","-0.051"
"6.096","-0.049"
"6.143","-0.046"
"6.191","-0.044"
"6.238","-0.045"
"6.285","-0.046"
"6.332","-0.046"
"6.380","-0.044"
"6.427","-0.041"
"6.474","-0.041"
"6.521","-0.049"
"6.569","-0.057"
"6.616","-0.061"
"6.663","-0.058"
"6.710","-0.054"
"6.758","-0.046"
"6.805","-0.031"
"6.852","-0.006"
"6.899","0.025"
"6.947","0.079"
"6.994","0.161"
"7.041","0.274"
"7.088","0.394"
"7.136","0.488"
"7.183","0.571"
"7.230","0.651"
"7.277","0.736"
"7.325","0.805"
"7.372","0.858"
"7.419","0.912"
"7.467","0.970"
"7.514","1.023"
"7.561","1.062"
"7.608","1.097"
"7.656","1.134"
"7.703","1.168"
"7.750","1.199"
"7.797","1.234"
"7.845","1.275"
"7.892","1.318"
"7.939","1.355"
"7.986","1.386"
"8.034","1.415"
"8.081","1.443"
"8.128","1.478"
"8.175","1.516"
"8.223","1.553"
"8.270","1.589"
"8.317","1.625"
"8.364","1.657"
"8.412","1.682"
"8.459","1.706"
"8.506","1.738"
"8.553","1.773"
"8.601","1.804"
"8.648","1.830"
"8.695","1.855"
"8.742","1.881"
"8.790","1.907"
"8.837","1.931"
"8.884","1.956"
"8.931","1.982"
"8.979","2.008"
"9.026","2.032"
"9.073","2.054"
"9.120","2.077"
"9.168","2.098"
"9.215","2.119"
"9.262","2.141"
"9.310","2.161"
"9.357","2.184"
"9.404","2.210"
"9.451","2.238"
"9.499","2.261"
"9.546","2.279"
"9.593","2.295"
"9.640","2.313"
"9.688","2.331"
"9.735","2.345"
"9.782","2.358"
"9.829","2.372"
"9.877","2.387"
"9.924","2.402"
"9.971","2.416"
"10.018","2.430"
"10.066","2.445"
"10.113","2.460"
"10.160","2.474"
"10.207","2.489"
"10.255","2.505"
"10.302","2.524"
"10.349","2.541"
"10.396","2.556"
"10.444","2.570"
"10.491","2.584"
"10.538","2.600"
"10.585","2.617"
"10.633","2.634"
"10.680","2.649"
"10.727","2.663"
"10.774","2.676"
"10.822","2.688"
"10.869","2.699"
"10.916","2.708"
"10.963","2.718"
"11.011","2.729"
"11.058","2.739"
"11.105","2.749"
"11.153","2.757"
"11.200","2.765"
"11.247","2.773"
"11.294","2.782"
"11.342","2.792"
"11.389","2.802"
"11.436","2.811"
"11.483","2.818"
"11.531","2.827"
"11.578","2.836"
"11.625","2.847"
"11.672","2.858"
"11.720","2.870"
"11.767","2.880"
"11.814","2.889"
"11.861","2.896"
"11.909","2.904"
"11.956","2.912"
"12.003","2.919"
"12.050","2.926"
"12.098","2.934"
"12.145","2.946"
"12.192","2.957"
"12.239","2.967"
"12.287","2.977"
"12.334","2.985"
"12.381","2.992"
"12.428","2.998"
"12.476","3.003"
"12.523","3.007"
"12.570","3.009"
"12.617","3.012"
"12.665","3.016"
"12.712","3.020"
"12.759","3.024"
"12.806","3.028"
"12.854","3.033"
"12.901","3.037"
"12.948","3.042"
"12.996","3.049"
"13.043","3.057"
"13.090","3.067"
"13.137","3.077"
"13.185","3.087"
"13.232","3.096"
"13.279","3.104"
"13.326","3.111"
"13.374","3.115"
"13.421","3.118"
"13.468","3.121"
"13.515","3.124"
"13.563","3.127"
"13.610","3.129"
"13.657","3.131"
"13.704","3.133"
"13.752","3.135"
"13.799","3.135"
"13.846","3.134"
"13.893","3.134"
"13.941","3.134"
"13.988","3.134"
"14.035","3.136"
"14.082","3.139"
"14.130","3.142"
"14.177","3.144"
"14.224","3.147"
"14.271","3.150"
"14.319","3.152"
"14.366","3.153"
"14.413","3.154"
"14.460","3.156"
"14.508","3.157"
"14.555","3.159"
"14.602","3.161"
"14.649","3.162"
"14.697","3.163"
"14.744","3.164"
"14.791","3.164"
"14.839","3.165"
"14.886","3.166"
"14.933","3.166"
"14.980","3.166"
"15.028","3.166"
"15.075","3.166"
"15.122","3.167"
"15.169","3.169"
"15.217","3.171"
"15.264","3.171"
"15.311","3.170"
"15.358","3.168"
"15.406","3.167"
"15.453","3.168"
"15.500","3.170"
"15.547","3.172"
"15.595","3.173"
"15.642","3.174"
"15.689","3.175"
"15.736","3.177"
"15.784","3.178"
"15.831","3.178"
"15.878","3.176"
"15.925","3.174"
"15.973","3.173"
"16.020","3.173"
"16.067","3.173"
"16.114","3.170"
"16.162","3.166"
"16.209","3.162"
"16.256","3.158"
"16.303","3.155"
"16.351","3.151"
"16.398","3.149"
"16.445","3.147"
"16.492","3.145"
"16.540","3.144"
"16.587","3.142"
"16.634","3.140"
"16.682","3.138"
"16.729","3.137"
"16.776","3.135"
"16.823","3.132"
"16.871","3.127"
"16.918","3.124"
"16.965","3.122"
"17.012","3.120"
"17.060","3.115"
"17.107","3.110"
"17.154","3.108"
"17.201","3.107"
"17.249","3.103"
"17.296","3.098"
"17.343","3.093"
"17.390","3.088"
"17.438","3.081"
"17.485","3.075"
"17.532","3.070"
"17.579","3.065"
"17.627","3.060"
"17.674","3.054"
"17.721","3.049"
"17.768","3.045"
"17.816","3.043"
"17.863","3.040"
"17.910","3.036"
"17.957","3.032"
"18.005","3.030"
"18.052","3.028"
"18.099","3.025"
"18.146","3.021"
"18.194","3.018"
"18.241","3.016"
"18.288","3.014"
"18.335","3.015"
"18.383","3.018"
"18.430","3.020"
"18.477","3.022"
"18.525","3.023"
"18.572","3.024"
"18.619","3.026"
"18.666","3.027"
"18.714","3.025"
"18.761","3.022"
"18.808","3.019"
