"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095",""
"0.142","-0.003"
"0.189","-0.002"
"0.236","-0.002"
"0.284","-0.003"
"0.331","-0.004"
"0.378","-0.004"
"0.425","-0.001"
"0.473","0.002"
"0.520","0.001"
"0.567","-0.001"
"0.614","-0.002"
"0.662","-0.001"
"0.709","-0.001"
"0.756","-0.001"
"0.803","0.000"
"0.851","0.002"
"0.898","0.003"
"0.945","0.003"
"0.992","0.002"
"1.040","0.002"
"1.087","0.003"
"1.134","0.003"
"1.181","0.003"
"1.229","0.002"
"1.276","0.001"
"1.323","0.000"
"1.370","0.000"
"1.418","0.001"
"1.465","0.002"
"1.512","0.002"
"1.559","0.001"
"1.607","-0.002"
"1.654","-0.004"
"1.701","-0.003"
"1.748","-0.001"
"1.796","-0.001"
"1.843","-0.001"
"1.890","-0.002"
"1.938","-0.001"
"1.985","0.000"
"2.032","0.000"
"2.079","0.000"
"2.127","-0.001"
"2.174","-0.001"
"2.221","-0.001"
"2.268","0.000"
"2.316","0.000"
"2.363","-0.001"
"2.410","-0.002"
"2.457","-0.001"
"2.505","0.000"
"2.552","0.000"
"2.599","-0.001"
"2.646","-0.001"
"2.694","-0.001"
"2.741","0.000"
"2.788","0.000"
"2.835","-0.001"
"2.883","-0.005"
"2.930","-0.008"
"2.977","-0.008"
"3.024","-0.005"
"3.072","-0.001"
"3.119","0.001"
"3.166","0.000"
"3.213","-0.002"
"3.261","-0.004"
"3.308","-0.005"
"3.355","-0.006"
"3.402","-0.006"
"3.450","-0.002"
"3.497","-0.001"
"3.544","-0.003"
"3.591","-0.005"
"3.639","-0.005"
"3.686","-0.006"
"3.733","-0.007"
"3.781","-0.007"
"3.828","-0.004"
"3.875","-0.002"
"3.922","-0.002"
"3.970","-0.002"
"4.017","0.000"
"4.064","0.001"
"4.111","-0.001"
"4.159","-0.005"
"4.206","-0.007"
"4.253","-0.007"
"4.300","-0.004"
"4.348","-0.002"
"4.395","0.001"
"4.442","0.001"
"4.489","-0.002"
"4.537","-0.004"
"4.584","-0.004"
"4.631","-0.001"
"4.678","-0.001"
"4.726","-0.001"
"4.773","-0.001"
"4.820","-0.001"
"4.867","-0.002"
"4.915","-0.005"
"4.962","-0.004"
"5.009","-0.001"
"5.056","0.002"
"5.104","0.002"
"5.151","-0.001"
"5.198","-0.003"
"5.245","-0.004"
"5.293","-0.004"
"5.340","-0.003"
"5.387","-0.002"
"5.434","0.000"
"5.482","0.003"
"5.529","0.003"
"5.576","0.002"
"5.624","0.000"
"5.671","0.000"
"5.718","0.001"
"5.765","0.002"
"5.813","0.001"
"5.860","0.001"
"5.907","0.002"
"5.954","0.003"
"6.002","0.002"
"6.049","0.002"
"6.096","0.003"
"6.143","0.005"
"6.191","0.005"
"6.238","0.003"
"6.285","0.002"
"6.332","0.001"
"6.380","0.001"
"6.427","0.001"
"6.474","0.002"
"6.521","0.004"
"6.569","0.004"
"6.616","0.003"
"6.663","0.002"
"6.710","0.004"
"6.758","0.006"
"6.805","0.006"
"6.852","0.005"
"6.899","0.005"
"6.947","0.007"
"6.994","0.007"
"7.041","0.007"
"7.088","0.006"
"7.136","0.006"
"7.183","0.007"
"7.230","0.007"
"7.277","0.008"
"7.325","0.009"
"7.372","0.009"
"7.419","0.008"
"7.467","0.008"
"7.514","0.009"
"7.561","0.011"
"7.608","0.011"
"7.656","0.010"
"7.703","0.009"
"7.750","0.009"
"7.797","0.009"
"7.845","0.010"
"7.892","0.010"
"7.939","0.012"
"7.986","0.013"
"8.034","0.014"
"8.081","0.013"
"8.128","0.012"
"8.175","0.011"
"8.223","0.011"
"8.270","0.011"
"8.317","0.012"
"8.364","0.011"
"8.412","0.011"
"8.459","0.011"
"8.506","0.012"
"8.553","0.012"
"8.601","0.012"
"8.648","0.013"
"8.695","0.013"
"8.742","0.013"
"8.790","0.014"
"8.837","0.014"
"8.884","0.014"
"8.931","0.014"
"8.979","0.014"
"9.026","0.016"
"9.073","0.016"
"9.120","0.016"
"9.168","0.015"
"9.215","0.016"
"9.262","0.016"
"9.310","0.017"
"9.357","0.016"
"9.404","0.015"
"9.451","0.014"
"9.499","0.014"
"9.546","0.014"
"9.593","0.016"
"9.640","0.018"
"9.688","0.019"
"9.735","0.018"
"9.782","0.018"
"9.829","0.016"
"9.877","0.014"
"9.924","0.013"
"9.971","0.013"
"10.018","0.012"
"10.066","0.012"
"10.113","0.012"
"10.160","0.011"
"10.207","0.011"
"10.255","0.012"
"10.302","0.014"
"10.349","0.016"
"10.396","0.016"
"10.444","0.016"
"10.491","0.016"
"10.538","0.016"
"10.585","0.018"
"10.633","0.020"
"10.680","0.025"
"10.727","0.040"
"10.774","0.066"
"10.822","0.111"
"10.869","0.184"
"10.916","0.280"
"10.963","0.374"
"11.011","0.448"
"11.058","0.501"
"11.105","0.547"
"11.153","0.593"
"11.200","0.639"
"11.247","0.685"
"11.294","0.733"
"11.342","0.790"
"11.389","0.847"
"11.436","0.892"
"11.483","0.923"
"11.531","0.953"
"11.578","0.992"
"11.625","1.039"
"11.672","1.090"
"11.720","1.148"
"11.767","1.213"
"11.814","1.281"
"11.861","1.344"
"11.909","1.399"
"11.956","1.450"
"12.003","1.500"
"12.050","1.554"
"12.098","1.607"
"12.145","1.655"
"12.192","1.699"
"12.239","1.743"
"12.287","1.790"
"12.334","1.836"
"12.381","1.881"
"12.428","1.923"
"12.476","1.957"
"12.523","1.988"
"12.570","2.019"
"12.617","2.052"
"12.665","2.088"
"12.712","2.124"
"12.759","2.156"
"12.806","2.182"
"12.854","2.210"
"12.901","2.241"
"12.948","2.271"
"12.996","2.299"
"13.043","2.325"
"13.090","2.350"
"13.137","2.375"
"13.185","2.399"
"13.232","2.423"
"13.279","2.448"
"13.326","2.477"
"13.374","2.508"
"13.421","2.539"
"13.468","2.566"
"13.515","2.590"
"13.563","2.612"
"13.610","2.634"
"13.657","2.656"
"13.704","2.678"
"13.752","2.697"
"13.799","2.713"
"13.846","2.729"
"13.893","2.746"
"13.941","2.763"
"13.988","2.780"
"14.035","2.798"
"14.082","2.815"
"14.130","2.832"
"14.177","2.848"
"14.224","2.865"
"14.271","2.881"
"14.319","2.895"
"14.366","2.907"
"14.413","2.919"
"14.460","2.931"
"14.508","2.945"
"14.555","2.961"
"14.602","2.979"
"14.649","2.998"
"14.697","3.015"
"14.744","3.031"
"14.791","3.047"
"14.839","3.062"
"14.886","3.075"
"14.933","3.087"
"14.980","3.098"
"15.028","3.108"
"15.075","3.119"
"15.122","3.130"
"15.169","3.140"
"15.217","3.150"
"15.264","3.160"
"15.311","3.169"
"15.358","3.177"
"15.406","3.185"
"15.453","3.192"
"15.500","3.201"
"15.547","3.208"
"15.595","3.215"
"15.642","3.221"
"15.689","3.227"
"15.736","3.233"
"15.784","3.238"
"15.831","3.244"
"15.878","3.250"
"15.925","3.255"
"15.973","3.261"
"16.020","3.267"
"16.067","3.272"
"16.114","3.277"
"16.162","3.283"
"16.209","3.287"
"16.256","3.292"
"16.303","3.298"
"16.351","3.303"
"16.398","3.307"
"16.445","3.310"
"16.492","3.313"
"16.540","3.316"
"16.587","3.319"
"16.634","3.323"
"16.682","3.327"
"16.729","3.330"
"16.776","3.332"
"16.823","3.334"
"16.871","3.338"
"16.918","3.341"
"16.965","3.344"
"17.012","3.347"
"17.060","3.350"
"17.107","3.355"
"17.154","3.359"
"17.201","3.364"
"17.249","3.370"
"17.296","3.374"
"17.343","3.378"
"17.390","3.379"
"17.438","3.380"
"17.485","3.378"
"17.532","3.377"
"17.579","3.375"
"17.627","3.374"
"17.674","3.374"
"17.721","3.374"
"17.768","3.375"
"17.816","3.375"
"17.863","3.376"
"17.910","3.378"
"17.957","3.380"
"18.005","3.381"
"18.052","3.381"
"18.099","3.380"
"18.146","3.378"
"18.194","3.377"
"18.241","3.376"
"18.288","3.376"
"18.335","3.377"
"18.383","3.377"
"18.430","3.376"
"18.477","3.375"
"18.525","3.375"
"18.572","3.375"
"18.619","3.375"
"18.666","3.375"
"18.714","3.374"
"18.761","3.372"
"18.808","3.369"
"18.855","3.368"
"18.903","3.367"
"18.950","3.366"
"18.997","3.365"
"19.044","3.364"
"19.092","3.362"
"19.139","3.359"
