"X(mm)","Z(mm)"
"0.000",""
"0.047","-0.041"
"0.095","-0.043"
"0.142","-0.048"
"0.189","-0.051"
"0.236","-0.049"
"0.284","-0.046"
"0.331","-0.048"
"0.378","-0.061"
"0.425","-0.084"
"0.473","-0.101"
"0.520","-0.103"
"0.567","-0.097"
"0.614","-0.100"
"0.662","-0.109"
"0.709","-0.103"
"0.756","-0.081"
"0.803","-0.062"
"0.851","-0.058"
"0.898","-0.063"
"0.945","-0.065"
"0.992","-0.064"
"1.040","-0.060"
"1.087","-0.053"
"1.134","-0.053"
"1.181","-0.063"
"1.229","-0.071"
"1.276","-0.069"
"1.323","-0.062"
"1.370","-0.060"
"1.418","-0.064"
"1.465","-0.064"
"1.512","-0.058"
"1.559","-0.047"
"1.607","-0.041"
"1.654","-0.042"
"1.701","-0.049"
"1.748","-0.056"
"1.796","-0.061"
"1.843","-0.061"
"1.890","-0.053"
"1.938","-0.043"
"1.985","-0.036"
"2.032","-0.035"
"2.079","-0.038"
"2.127","-0.041"
"2.174","-0.038"
"2.221","-0.031"
"2.268","-0.025"
"2.316","-0.025"
"2.363","-0.032"
"2.410","-0.041"
"2.457","-0.045"
"2.505","-0.040"
"2.552","-0.034"
"2.599","-0.033"
"2.646","-0.037"
"2.694","-0.041"
"2.741","-0.041"
"2.788","-0.038"
"2.835","-0.034"
"2.883","-0.031"
"2.930","-0.025"
"2.977","-0.016"
"3.024","-0.011"
"3.072","-0.014"
"3.119","-0.024"
"3.166","-0.034"
"3.213","-0.041"
"3.261","-0.042"
"3.308","-0.038"
"3.355","-0.032"
"3.402","-0.033"
"3.450","-0.041"
"3.497","-0.051"
"3.544","-0.050"
"3.591","-0.041"
"3.639","-0.032"
"3.686","-0.030"
"3.733","-0.032"
"3.781","-0.035"
"3.828","-0.036"
"3.875","-0.036"
"3.922","-0.032"
"3.970","-0.029"
"4.017","-0.027"
"4.064","-0.027"
"4.111","-0.023"
"4.159","-0.016"
"4.206","-0.012"
"4.253","-0.015"
"4.300","-0.022"
"4.348","-0.034"
"4.395","-0.044"
"4.442","-0.043"
"4.489","-0.030"
"4.537","-0.013"
"4.584","-0.008"
"4.631","-0.015"
"4.678","-0.023"
"4.726","-0.021"
"4.773","-0.014"
"4.820","-0.012"
"4.867","-0.019"
"4.915","-0.030"
"4.962","-0.031"
"5.009","-0.019"
"5.056","-0.009"
