"X(mm)","Z(mm)"
"0.000",""
"0.047","-0.012"
"0.095","-0.009"
"0.142","-0.006"
"0.189","-0.001"
"0.236","0.003"
"0.284","0.000"
"0.331","-0.013"
"0.378","-0.029"
"0.425","-0.034"
"0.473","-0.025"
"0.520","-0.012"
"0.567","-0.007"
"0.614","-0.009"
"0.662","-0.013"
"0.709","-0.011"
"0.756","-0.006"
"0.803","-0.003"
"0.851","-0.006"
"0.898","-0.007"
"0.945","-0.001"
"0.992","0.006"
"1.040","0.003"
"1.087","-0.005"
"1.134","-0.010"
"1.181","-0.005"
"1.229","-0.002"
"1.276","-0.007"
"1.323","-0.008"
"1.370","0.003"
"1.418","0.014"
"1.465","0.011"
"1.512","0.001"
"1.559","-0.003"
"1.607","-0.001"
"1.654","0.000"
"1.701","0.000"
"1.748","0.001"
"1.796","0.000"
"1.843","-0.002"
"1.890","-0.005"
"1.938","-0.008"
"1.985","-0.008"
"2.032","-0.007"
"2.079","-0.001"
"2.127","0.002"
"2.174","-0.001"
"2.221","-0.004"
"2.268","0.000"
"2.316","0.003"
"2.363","-0.002"
"2.410","-0.008"
"2.457","-0.007"
"2.505","-0.001"
"2.552","0.002"
"2.599","0.002"
"2.646","0.001"
"2.694","-0.005"
"2.741","-0.011"
"2.788","-0.008"
"2.835","-0.001"
"2.883","0.001"
"2.930","-0.006"
"2.977","-0.007"
"3.024","-0.005"
"3.072","-0.003"
"3.119","-0.005"
"3.166","-0.006"
"3.213","-0.003"
"3.261","-0.007"
"3.308","-0.014"
"3.355","-0.016"
"3.402","-0.012"
"3.450","-0.007"
"3.497","-0.008"
"3.544","-0.007"
"3.591","-0.004"
"3.639","-0.001"
"3.686","-0.006"
"3.733","-0.016"
"3.781","-0.022"
"3.828","-0.017"
"3.875","-0.006"
"3.922","-0.002"
"3.970","-0.008"
"4.017","-0.016"
"4.064","-0.016"
"4.111","-0.013"
"4.159","-0.011"
"4.206","-0.010"
"4.253","-0.010"
"4.300","-0.011"
"4.348","-0.013"
"4.395","-0.015"
"4.442","-0.013"
"4.489","-0.009"
"4.537","-0.007"
"4.584","-0.007"
"4.631","-0.008"
"4.678","-0.009"
"4.726","-0.009"
"4.773","-0.008"
"4.820","-0.008"
"4.867","-0.007"
"4.915","-0.006"
"4.962","-0.005"
"5.009","-0.004"
"5.056","-0.006"
"5.104","-0.008"
"5.151","-0.010"
"5.198","-0.008"
"5.245","-0.007"
"5.293","-0.004"
"5.340","0.000"
"5.387","0.001"
"5.434","-0.004"
"5.482","-0.009"
"5.529","-0.006"
"5.576","-0.003"
"5.624","-0.003"
"5.671","-0.006"
"5.718","-0.010"
"5.765","-0.012"
"5.813","-0.010"
"5.860","-0.007"
"5.907","-0.006"
"5.954","-0.009"
"6.002","-0.009"
"6.049","-0.007"
"6.096","-0.007"
"6.143","-0.009"
"6.191","-0.010"
"6.238","-0.009"
"6.285","-0.008"
"6.332","-0.008"
"6.380","-0.007"
"6.427","-0.006"
"6.474","-0.007"
"6.521","-0.007"
"6.569","-0.005"
"6.616","-0.003"
"6.663","-0.001"
"6.710","-0.002"
"6.758","-0.003"
"6.805","-0.006"
"6.852","-0.008"
"6.899","-0.009"
"6.947","-0.007"
"6.994","-0.003"
"7.041","-0.002"
"7.088","-0.005"
"7.136","-0.007"
"7.183","-0.008"
"7.230","-0.007"
"7.277","-0.005"
"7.325","-0.004"
"7.372","-0.005"
"7.419","-0.007"
"7.467","-0.007"
"7.514","-0.005"
"7.561","-0.003"
"7.608","-0.002"
"7.656","-0.003"
"7.703","-0.003"
"7.750","-0.002"
"7.797","-0.003"
"7.845","-0.003"
"7.892","-0.003"
"7.939","0.000"
"7.986","0.002"
"8.034","0.002"
"8.081","0.003"
"8.128","0.003"
"8.175","0.002"
"8.223","-0.001"
"8.270","-0.001"
"8.317","0.001"
"8.364","0.003"
"8.412","0.003"
"8.459","0.002"
"8.506","0.000"
"8.553","-0.001"
"8.601","0.001"
"8.648","0.002"
"8.695","0.002"
"8.742","0.001"
"8.790","0.004"
"8.837","0.006"
