"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095",""
"0.142","0.020"
"0.189","0.018"
"0.236","0.016"
"0.284","0.016"
"0.331","0.017"
"0.378","0.018"
"0.425","0.019"
"0.473","0.019"
"0.520","0.020"
"0.567","0.023"
"0.614","0.026"
"0.662","0.025"
"0.709","0.021"
"0.756","0.017"
"0.803","0.016"
"0.851","0.019"
"0.898","0.022"
"0.945","0.024"
"0.992","0.023"
"1.040","0.022"
"1.087","0.021"
"1.134","0.020"
"1.181","0.020"
"1.229","0.020"
"1.276","0.020"
"1.323","0.021"
"1.370","0.024"
"1.418","0.026"
"1.465","0.026"
"1.512","0.025"
"1.560","0.022"
"1.607","0.019"
"1.654","0.019"
"1.701","0.022"
"1.749","0.025"
"1.796","0.025"
"1.843","0.025"
"1.890","0.024"
"1.938","0.024"
"1.985","0.025"
"2.032","0.025"
"2.079","0.025"
"2.127","0.025"
"2.174","0.024"
"2.221","0.023"
"2.268","0.024"
"2.316","0.027"
"2.363","0.029"
"2.410","0.031"
"2.457","0.032"
"2.505","0.029"
"2.552","0.026"
"2.599","0.024"
"2.646","0.025"
"2.694","0.027"
"2.741","0.029"
"2.788","0.030"
"2.835","0.031"
"2.883","0.030"
"2.930","0.029"
"2.977","0.028"
"3.025","0.029"
"3.072","0.030"
"3.119","0.031"
"3.166","0.031"
"3.214","0.031"
"3.261","0.031"
"3.308","0.030"
"3.355","0.030"
"3.403","0.031"
"3.450","0.033"
"3.497","0.035"
"3.544","0.035"
"3.592","0.034"
"3.639","0.033"
"3.686","0.032"
"3.733","0.033"
"3.781","0.034"
"3.828","0.034"
"3.875","0.033"
"3.922","0.034"
"3.970","0.036"
"4.017","0.036"
"4.064","0.035"
"4.111","0.034"
"4.159","0.034"
"4.206","0.035"
"4.253","0.036"
"4.300","0.036"
"4.348","0.037"
"4.395","0.037"
"4.442","0.038"
"4.490","0.039"
"4.537","0.037"
"4.584","0.035"
"4.631","0.036"
"4.679","0.038"
"4.726","0.041"
"4.773","0.042"
"4.820","0.041"
"4.868","0.040"
"4.915","0.040"
"4.962","0.040"
"5.009","0.041"
"5.057","0.041"
"5.104","0.041"
"5.151","0.041"
"5.198","0.042"
"5.246","0.042"
"5.293","0.041"
"5.340","0.040"
"5.387","0.040"
"5.435","0.040"
"5.482","0.042"
"5.529","0.043"
"5.576","0.044"
"5.624","0.044"
"5.671","0.044"
"5.718","0.046"
"5.765","0.049"
"5.813","0.051"
"5.860","0.052"
"5.907","0.052"
"5.954","0.053"
"6.002","0.054"
"6.049","0.053"
"6.096","0.050"
"6.144","0.050"
"6.191","0.054"
"6.238","0.063"
"6.285","0.085"
"6.333","0.136"
"6.380","0.221"
"6.427","0.314"
"6.474","0.391"
"6.522","0.488"
"6.569","0.666"
"6.616","0.906"
"6.663","1.113"
"6.711","1.241"
"6.758","1.328"
"6.805","1.402"
"6.852","1.475"
"6.900","1.559"
"6.947","1.652"
"6.994","1.732"
"7.041","1.788"
"7.089","1.841"
"7.136","1.907"
"7.183","1.983"
"7.230","2.057"
"7.278","2.123"
"7.325","2.179"
"7.372","2.225"
"7.419","2.268"
"7.467","2.313"
"7.514","2.359"
"7.561","2.403"
"7.609","2.445"
"7.656","2.488"
"7.703","2.531"
"7.750","2.570"
"7.798","2.605"
"7.845","2.642"
"7.892","2.683"
"7.939","2.724"
"7.987","2.765"
"8.034","2.807"
"8.081","2.849"
"8.128","2.884"
"8.176","2.914"
"8.223","2.945"
"8.270","2.981"
"8.317","3.020"
"8.365","3.056"
"8.412","3.088"
"8.459","3.117"
"8.506","3.146"
"8.554","3.175"
"8.601","3.201"
"8.648","3.227"
"8.695","3.251"
"8.743","3.272"
"8.790","3.293"
"8.837","3.316"
"8.884","3.341"
"8.932","3.366"
"8.979","3.391"
"9.026","3.417"
"9.074","3.444"
"9.121","3.472"
"9.168","3.500"
"9.215","3.526"
"9.263","3.550"
"9.310","3.575"
"9.357","3.600"
"9.404","3.624"
"9.452","3.645"
"9.499","3.664"
"9.546","3.683"
"9.593","3.701"
"9.641","3.719"
"9.688","3.736"
"9.735","3.754"
"9.782","3.773"
"9.830","3.791"
"9.877","3.808"
"9.924","3.823"
"9.971","3.839"
"10.019","3.855"
"10.066","3.872"
"10.113","3.888"
"10.160","3.904"
"10.208","3.920"
"10.255","3.937"
"10.302","3.953"
"10.349","3.970"
"10.397","3.987"
"10.444","4.002"
"10.491","4.015"
"10.539","4.026"
"10.586","4.039"
"10.633","4.052"
"10.680","4.066"
"10.728","4.080"
"10.775","4.093"
"10.822","4.106"
"10.869","4.119"
"10.917","4.132"
"10.964","4.144"
"11.011","4.157"
"11.058","4.171"
"11.106","4.185"
"11.153","4.197"
"11.200","4.209"
"11.247","4.220"
"11.295","4.231"
"11.342","4.240"
"11.389","4.248"
"11.436","4.257"
"11.484","4.267"
"11.531","4.280"
"11.578","4.295"
"11.625","4.309"
"11.673","4.320"
"11.720","4.331"
"11.767","4.343"
"11.814","4.354"
"11.862","4.364"
"11.909","4.373"
"11.956","4.381"
"12.004","4.388"
"12.051","4.397"
"12.098","4.406"
"12.145","4.415"
"12.193","4.423"
"12.240","4.430"
"12.287","4.437"
"12.334","4.443"
"12.382","4.449"
"12.429","4.456"
"12.476","4.462"
"12.523","4.468"
"12.571","4.474"
"12.618","4.480"
"12.665","4.485"
"12.712","4.490"
"12.760","4.495"
"12.807","4.500"
"12.854","4.505"
"12.901","4.511"
"12.949","4.516"
"12.996","4.522"
"13.043","4.526"
"13.090","4.532"
"13.138","4.538"
"13.185","4.543"
"13.232","4.549"
"13.279","4.555"
"13.327","4.560"
"13.374","4.563"
"13.421","4.566"
"13.469","4.571"
"13.516","4.577"
"13.563","4.582"
"13.610","4.587"
"13.658","4.592"
"13.705","4.598"
"13.752","4.605"
"13.799","4.610"
"13.847","4.615"
"13.894","4.620"
"13.941","4.625"
"13.988","4.630"
"14.036","4.633"
"14.083","4.636"
"14.130","4.637"
"14.177","4.638"
"14.225","4.639"
"14.272","4.640"
"14.319","4.642"
"14.366","4.643"
"14.414","4.644"
"14.461","4.644"
"14.508","4.645"
"14.555","4.646"
"14.603","4.648"
"14.650","4.651"
"14.697","4.657"
"14.744","4.663"
"14.792","4.670"
"14.839","4.674"
"14.886","4.677"
"14.934","4.680"
"14.981","4.684"
"15.028","4.686"
"15.075","4.688"
"15.123","4.689"
"15.170","4.692"
"15.217","4.695"
"15.264","4.698"
"15.312","4.701"
"15.359","4.702"
"15.406","4.703"
"15.453","4.704"
"15.501","4.704"
"15.548","4.703"
"15.595","4.703"
"15.642","4.701"
"15.690","4.700"
"15.737","4.701"
"15.784","4.702"
"15.831","4.703"
"15.879","4.703"
"15.926","4.703"
"15.973","4.705"
"16.020","4.708"
"16.068","4.709"
"16.115","4.710"
"16.162","4.710"
"16.209","4.710"
"16.257","4.710"
"16.304","4.709"
"16.351","4.708"
"16.399","4.707"
"16.446","4.707"
"16.493","4.706"
"16.540","4.706"
"16.588","4.704"
"16.635","4.702"
"16.682","4.699"
"16.729","4.697"
"16.777","4.694"
"16.824","4.693"
"16.871","4.693"
"16.918","4.693"
"16.966","4.694"
"17.013","4.695"
"17.060","4.695"
"17.107","4.697"
"17.155","4.700"
"17.202","4.703"
"17.249","4.706"
"17.296","4.708"
"17.344","4.709"
"17.391","4.709"
"17.438","4.711"
"17.485","4.713"
"17.533","4.715"
"17.580","4.715"
"17.627","4.714"
"17.674","4.713"
"17.722","4.712"
"17.769","4.711"
"17.816","4.708"
"17.863","4.705"
"17.911","4.702"
"17.958","4.700"
"18.005","4.698"
"18.053","4.695"
"18.100","4.690"
"18.147","4.689"
"18.194","4.691"
"18.242","4.696"
"18.289","4.699"
"18.336","4.701"
"18.383","4.702"
"18.431","4.701"
"18.478","4.699"
"18.525","4.696"
"18.572","4.692"
"18.620","4.688"
"18.667","4.683"
"18.714","4.678"
"18.761","4.672"
"18.809","4.667"
"18.856","4.662"
"18.903","4.657"
"18.950","4.653"
"18.998","4.649"
"19.045","4.647"
"19.092","4.645"
"19.139","4.644"
"19.187","4.643"
"19.234","4.644"
"19.281","4.646"
"19.328","4.648"
"19.376","4.650"
"19.423","4.649"
"19.470","4.645"
