"X(mm)","Z(mm)"
"0.000",""
"0.047","-0.067"
"0.095","-0.066"
"0.142","-0.067"
"0.189","-0.071"
"0.236","-0.076"
"0.284","-0.079"
"0.331","-0.078"
"0.378","-0.076"
"0.425","-0.074"
"0.473","-0.072"
"0.520","-0.071"
"0.567","-0.069"
"0.614","-0.068"
"0.662","-0.069"
"0.709","-0.070"
"0.756","-0.070"
"0.803","-0.071"
"0.851","-0.070"
"0.898","-0.069"
"0.945","-0.068"
"0.992","-0.066"
"1.040","-0.065"
"1.087","-0.066"
"1.134","-0.069"
"1.181","-0.072"
"1.229","-0.074"
"1.276","-0.074"
"1.323","-0.073"
"1.370","-0.071"
"1.418","-0.069"
"1.465","-0.066"
"1.512","-0.064"
"1.559","-0.063"
"1.607","-0.063"
"1.654","-0.062"
"1.701","-0.061"
"1.748","-0.061"
"1.796","-0.064"
"1.843","-0.065"
"1.890","-0.064"
"1.938","-0.062"
"1.985","-0.062"
"2.032","-0.062"
"2.079","-0.062"
"2.127","-0.061"
"2.174","-0.060"
"2.221","-0.061"
"2.268","-0.063"
"2.316","-0.064"
"2.363","-0.063"
"2.410","-0.061"
"2.457","-0.060"
"2.505","-0.059"
"2.552","-0.061"
"2.599","-0.063"
"2.646","-0.063"
"2.694","-0.062"
"2.741","-0.062"
"2.788","-0.062"
"2.835","-0.063"
"2.883","-0.064"
"2.930","-0.065"
"2.977","-0.063"
"3.024","-0.058"
"3.072","-0.054"
"3.119","-0.053"
"3.166","-0.054"
"3.213","-0.055"
"3.261","-0.055"
"3.308","-0.055"
"3.355","-0.056"
"3.402","-0.057"
"3.450","-0.058"
"3.497","-0.058"
"3.544","-0.057"
"3.591","-0.057"
"3.639","-0.058"
"3.686","-0.058"
"3.733","-0.057"
"3.781","-0.054"
"3.828","-0.053"
"3.875","-0.053"
"3.922","-0.054"
"3.970","-0.056"
"4.017","-0.058"
"4.064","-0.058"
"4.111","-0.059"
"4.159","-0.057"
"4.206","-0.054"
"4.253","-0.051"
"4.300","-0.051"
"4.348","-0.055"
"4.395","-0.058"
"4.442","-0.059"
"4.489","-0.058"
"4.537","-0.058"
"4.584","-0.058"
"4.631","-0.057"
"4.678","-0.055"
"4.726","-0.054"
"4.773","-0.055"
"4.820","-0.056"
"4.867","-0.057"
"4.915","-0.056"
"4.962","-0.056"
"5.009","-0.056"
"5.056","-0.056"
"5.104","-0.056"
"5.151","-0.056"
"5.198","-0.056"
"5.245","-0.056"
"5.293","-0.055"
"5.340","-0.054"
"5.387","-0.053"
"5.434","-0.053"
"5.482","-0.055"
"5.529","-0.056"
"5.576","-0.054"
"5.624","-0.052"
"5.671","-0.051"
"5.718","-0.052"
"5.765","-0.053"
"5.813","-0.053"
"5.860","-0.051"
"5.907","-0.050"
"5.954","-0.050"
"6.002","-0.052"
"6.049","-0.054"
"6.096","-0.055"
"6.143","-0.057"
"6.191","-0.058"
"6.238","-0.055"
"6.285","-0.051"
"6.332","-0.050"
"6.380","-0.051"
"6.427","-0.053"
"6.474","-0.054"
"6.521","-0.054"
"6.569","-0.053"
"6.616","-0.053"
"6.663","-0.053"
"6.710","-0.053"
"6.758","-0.053"
"6.805","-0.052"
"6.852","-0.051"
"6.899","-0.051"
"6.947","-0.050"
"6.994","-0.048"
"7.041","-0.047"
"7.088","-0.048"
"7.136","-0.049"
"7.183","-0.049"
"7.230","-0.047"
"7.277","-0.045"
"7.325","-0.045"
"7.372","-0.046"
"7.419","-0.046"
"7.467","-0.046"
"7.514","-0.046"
"7.561","-0.046"
"7.608","-0.046"
"7.656","-0.047"
"7.703","-0.047"
"7.750","-0.046"
"7.797","-0.043"
"7.845","-0.042"
"7.892","-0.042"
"7.939","-0.042"
"7.986","-0.043"
"8.034","-0.043"
"8.081","-0.042"
"8.128","-0.041"
"8.175","-0.041"
"8.223","-0.042"
"8.270","-0.042"
"8.317","-0.042"
"8.364","-0.043"
"8.412","-0.042"
"8.459","-0.041"
"8.506","-0.041"
"8.553","-0.042"
"8.601","-0.043"
"8.648","-0.042"
"8.695","-0.040"
"8.742","-0.036"
"8.790","-0.034"
"8.837","-0.036"
"8.884","-0.040"
"8.931","-0.043"
"8.979","-0.043"
"9.026","-0.040"
"9.073","-0.038"
"9.120","-0.038"
"9.168","-0.038"
"9.215","-0.037"
"9.262","-0.036"
"9.310","-0.036"
"9.357","-0.038"
"9.404","-0.038"
"9.451","-0.035"
"9.499","-0.029"
"9.546","-0.027"
"9.593","-0.030"
"9.640","-0.034"
"9.688","-0.038"
"9.735","-0.040"
"9.782","-0.040"
"9.829","-0.038"
"9.877","-0.034"
"9.924","-0.027"
"9.971","-0.017"
"10.018","0.000"
"10.066","0.026"
"10.113","0.059"
"10.160","0.095"
"10.207","0.143"
"10.255","0.235"
"10.302","0.391"
"10.349","0.586"
"10.396","0.762"
"10.444","0.856"
"10.491","0.897"
"10.538","0.947"
"10.585","1.012"
"10.633","1.084"
"10.680","1.148"
"10.727","1.209"
"10.774","1.276"
"10.822","1.348"
"10.869","1.410"
"10.916","1.457"
"10.963","1.506"
"11.011","1.557"
"11.058","1.596"
"11.105","1.625"
"11.153","1.667"
"11.200","1.734"
"11.247","1.809"
"11.294","1.869"
"11.342","1.912"
"11.389","1.946"
"11.436","1.983"
"11.483","2.019"
"11.531","2.057"
"11.578","2.095"
"11.625","2.132"
"11.672","2.175"
"11.720","2.222"
"11.767","2.271"
"11.814","2.313"
"11.861","2.349"
"11.909","2.385"
"11.956","2.426"
"12.003","2.465"
"12.050","2.498"
"12.098","2.526"
"12.145","2.553"
"12.192","2.579"
"12.239","2.606"
"12.287","2.639"
"12.334","2.674"
"12.381","2.704"
"12.428","2.729"
"12.476","2.757"
"12.523","2.785"
"12.570","2.808"
"12.617","2.832"
"12.665","2.864"
"12.712","2.899"
"12.759","2.931"
"12.806","2.957"
"12.854","2.981"
"12.901","3.008"
"12.948","3.035"
"12.996","3.062"
"13.043","3.089"
"13.090","3.112"
"13.137","3.131"
"13.185","3.148"
"13.232","3.165"
"13.279","3.185"
"13.326","3.208"
"13.374","3.231"
"13.421","3.250"
"13.468","3.266"
"13.515","3.279"
"13.563","3.293"
"13.610","3.307"
"13.657","3.324"
"13.704","3.341"
"13.752","3.356"
"13.799","3.372"
"13.846","3.387"
"13.893","3.401"
"13.941","3.415"
"13.988","3.429"
"14.035","3.444"
"14.082","3.459"
"14.130","3.475"
"14.177","3.494"
"14.224","3.512"
"14.271","3.529"
"14.319","3.544"
"14.366","3.559"
"14.413","3.574"
"14.460","3.587"
"14.508","3.600"
"14.555","3.613"
"14.602","3.625"
"14.649","3.638"
"14.697","3.651"
"14.744","3.667"
"14.791","3.682"
"14.839","3.695"
"14.886","3.709"
"14.933","3.726"
"14.980","3.743"
"15.028","3.759"
"15.075","3.772"
"15.122","3.784"
"15.169","3.795"
"15.217","3.805"
"15.264","3.815"
"15.311","3.824"
"15.358","3.833"
"15.406","3.841"
"15.453","3.848"
"15.500","3.857"
"15.547","3.864"
"15.595","3.872"
"15.642","3.882"
"15.689","3.894"
"15.736","3.911"
"15.784","3.926"
"15.831","3.940"
"15.878","3.952"
"15.925","3.962"
"15.973","3.970"
"16.020","3.976"
"16.067","3.982"
"16.114","3.987"
"16.162","3.993"
"16.209","4.000"
"16.256","4.006"
"16.303","4.012"
"16.351","4.018"
"16.398","4.026"
"16.445","4.035"
"16.492","4.044"
"16.540","4.052"
"16.587","4.060"
"16.634","4.066"
"16.682","4.071"
"16.729","4.075"
"16.776","4.079"
"16.823","4.085"
"16.871","4.092"
"16.918","4.100"
"16.965","4.108"
"17.012","4.117"
"17.060","4.124"
"17.107","4.129"
"17.154","4.135"
"17.201","4.142"
"17.249","4.148"
"17.296","4.151"
"17.343","4.153"
"17.390","4.155"
"17.438","4.158"
"17.485","4.162"
"17.532","4.166"
"17.579","4.170"
"17.627","4.172"
"17.674","4.172"
"17.721","4.173"
"17.768","4.175"
"17.816","4.181"
"17.863","4.186"
"17.910","4.191"
"17.957","4.198"
"18.005","4.205"
"18.052","4.211"
"18.099","4.215"
"18.146","4.220"
"18.194","4.225"
"18.241","4.230"
"18.288","4.236"
"18.335","4.241"
"18.383","4.246"
"18.430","4.251"
"18.477","4.257"
"18.525","4.261"
"18.572","4.261"
"18.619","4.261"
"18.666","4.257"
"18.714","4.253"
"18.761","4.249"
"18.808","4.247"
"18.855","4.247"
"18.903","4.246"
"18.950","4.248"
"18.997","4.250"
"19.044","4.253"
"19.092","4.255"
"19.139","4.257"
"19.186","4.261"
"19.233","4.265"
"19.281","4.269"
"19.328","4.272"
"19.375","4.273"
"19.422","4.271"
"19.470","4.270"
"19.517","4.270"
"19.564","4.270"
"19.611","4.268"
"19.659","4.263"
"19.706","4.258"
"19.753","4.255"
"19.800","4.254"
"19.848","4.252"
"19.895","4.246"
"19.942","4.242"
"19.989","4.241"
"20.037","4.241"
"20.084","4.238"
"20.131","4.235"
"20.178","4.231"
"20.226","4.227"
"20.273","4.223"
"20.320","4.220"
"20.368","4.216"
"20.415","4.212"
"20.462","4.209"
"20.509","4.207"
"20.557","4.205"
"20.604","4.203"
"20.651","4.199"
"20.698","4.196"
"20.746","4.192"
"20.793","4.186"
"20.840","4.181"
"20.887","4.177"
"20.935","4.173"
"20.982","4.170"
"21.029","4.167"
"21.076","4.164"
"21.124","4.162"
"21.171","4.159"
"21.218","4.156"
"21.265","4.155"
"21.313","4.153"
"21.360","4.153"
"21.407","4.152"
"21.454","4.151"
"21.502","4.150"
"21.549","4.149"
"21.596","4.149"
"21.643","4.148"
"21.691","4.146"
"21.738","4.144"
"21.785","4.142"
"21.832","4.139"
"21.880","4.134"
"21.927","4.129"
"21.974","4.125"
"22.021","4.121"
"22.069","4.115"
"22.116","4.108"
"22.163","4.103"
"22.211","4.100"
"22.258","4.096"
"22.305","4.090"
"22.352","4.086"
"22.400","4.081"
"22.447","4.077"
"22.494","4.072"
"22.541","4.066"
"22.589","4.063"
"22.636","4.060"
"22.683","4.058"
"22.730","4.056"
"22.778","4.054"
"22.825","4.053"
"22.872","4.053"
"22.919","4.054"
"22.967","4.054"
"23.014","4.051"
"23.061","4.047"
"23.108","4.045"
"23.156","4.043"
"23.203","4.042"
"23.250","4.041"
"23.297","4.043"
"23.345","4.046"
"23.392","4.050"
"23.439","4.054"
"23.486","4.058"
"23.534","4.062"
"23.581","4.065"
"23.628","4.066"
"23.675","4.066"
"23.723","4.065"
"23.770","4.063"
"23.817","4.060"
"23.864","4.057"
"23.912","4.052"
"23.959","4.047"
"24.006","4.041"
"24.054","4.036"
"24.101","4.030"
"24.148","4.024"
"24.195","4.016"
"24.243","4.008"
"24.290","3.999"
"24.337","3.989"
"24.384","3.976"
"24.432","3.964"
"24.479","3.953"
"24.526","3.943"
"24.573","3.932"
"24.621","3.920"
"24.668","3.908"
"24.715","3.900"
"24.762","3.893"
"24.810","3.889"
"24.857","3.885"
"24.904","3.884"
"24.951","3.885"
"24.999","3.887"
"25.046","3.888"
"25.093","3.887"
"25.140","3.886"
"25.188","3.882"
"25.235","3.879"
"25.282","3.875"
"25.329","3.874"
"25.377","3.874"
"25.424","3.875"
"25.471","3.875"
"25.518","3.876"
"25.566","3.877"
"25.613","3.877"
"25.660","3.875"
"25.707","3.871"
"25.755","3.868"
"25.802","3.864"
"25.849","3.860"
"25.897","3.857"
"25.944","3.854"
"25.991","3.852"
"26.038","3.849"
"26.086","3.844"
"26.133","3.837"
"26.180","3.829"
"26.227","3.823"
"26.275","3.817"
"26.322","3.811"
"26.369","3.806"
"26.416","3.800"
"26.464","3.795"
"26.511","3.790"
"26.558","3.787"
"26.605","3.782"
"26.653","3.778"
"26.700","3.775"
"26.747","3.774"
"26.794","3.773"
"26.842","3.774"
"26.889","3.776"
"26.936","3.777"
"26.983","3.778"
"27.031","3.778"
"27.078","3.775"
"27.125","3.771"
"27.172","3.767"
"27.220","3.763"
"27.267","3.759"
"27.314","3.754"
"27.361","3.751"
"27.409","3.747"
"27.456","3.744"
"27.503","3.739"
"27.550","3.733"
"27.598","3.727"
"27.645","3.721"
"27.692","3.714"
"27.740","3.709"
"27.787","3.708"
"27.834","3.710"
"27.881","3.712"
"27.929","3.716"
"27.976","3.718"
"28.023","3.718"
"28.070","3.717"
"28.118","3.715"
"28.165","3.714"
"28.212","3.713"
"28.259","3.711"
"28.307","3.710"
"28.354","3.708"
"28.401","3.708"
"28.448","3.709"
"28.496","3.709"
"28.543","3.708"
"28.590","3.708"
"28.637","3.707"
"28.685","3.706"
"28.732","3.703"
"28.779","3.698"
"28.826","3.694"
"28.874","3.693"
"28.921","3.692"
"28.968","3.691"
"29.015","3.690"
"29.063","3.688"
"29.110","3.686"
"29.157","3.683"
"29.204","3.679"
"29.252","3.674"
"29.299","3.668"
"29.346","3.661"
"29.393","3.655"
"29.441","3.650"
"29.488","3.647"
"29.535","3.646"
"29.583","3.646"
"29.630","3.645"
"29.677","3.645"
"29.724","3.645"
"29.772","3.646"
"29.819","3.646"
"29.866","3.646"
"29.913","3.647"
"29.961","3.649"
"30.008","3.650"
"30.055","3.651"
"30.102","3.653"
"30.150","3.655"
"30.197","3.657"
"30.244","3.657"
"30.291","3.658"
"30.339","3.659"
"30.386","3.660"
"30.433","3.660"
"30.480","3.658"
"30.528","3.656"
"30.575","3.654"
"30.622","3.653"
"30.669","3.651"
"30.717","3.649"
"30.764","3.647"
"30.811","3.644"
"30.858","3.642"
"30.906","3.638"
"30.953","3.633"
"31.000","3.629"
"31.047","3.626"
"31.095","3.625"
"31.142","3.625"
"31.189","3.627"
"31.236","3.628"
"31.284","3.629"
"31.331","3.630"
"31.378","3.630"
"31.426","3.630"
"31.473","3.631"
"31.520","3.632"
"31.567","3.632"
"31.615","3.631"
"31.662","3.629"
"31.709","3.627"
"31.756","3.625"
"31.804","3.624"
"31.851","3.622"
"31.898","3.622"
"31.945","3.622"
"31.993","3.622"
"32.040","3.622"
"32.087","3.619"
"32.134","3.618"
"32.182","3.618"
"32.229","3.620"
"32.276","3.621"
"32.323","3.622"
"32.371","3.623"
"32.418","3.625"
"32.465","3.626"
"32.512","3.626"
"32.560","3.627"
"32.607","3.628"
"32.654","3.629"
"32.701","3.629"
"32.749","3.628"
"32.796","3.626"
"32.843","3.625"
"32.890","3.625"
"32.938","3.625"
"32.985","3.624"
"33.032","3.623"
"33.079","3.621"
"33.127","3.619"
"33.174","3.617"
"33.221","3.615"
"33.269","3.614"
"33.316","3.613"
"33.363","3.614"
"33.410","3.614"
"33.458","3.614"
"33.505","3.615"
"33.552","3.615"
"33.599","3.615"
"33.647","3.614"
"33.694","3.612"
"33.741","3.610"
"33.788","3.609"
"33.836","3.609"
"33.883","3.610"
"33.930","3.610"
"33.977","3.609"
"34.025","3.607"
"34.072","3.603"
"34.119","3.598"
"34.166","3.593"
"34.214","3.588"
"34.261","3.583"
"34.308","3.579"
"34.355","3.575"
"34.403","3.573"
"34.450","3.574"
"34.497","3.576"
"34.544","3.580"
"34.592","3.583"
"34.639","3.588"
"34.686","3.593"
"34.733","3.597"
"34.781","3.600"
"34.828","3.601"
"34.875","3.601"
"34.922","3.600"
"34.970","3.599"
"35.017","3.596"
"35.064","3.592"
"35.112","3.587"
"35.159","3.582"
"35.206","3.577"
"35.253","3.571"
"35.301","3.564"
"35.348","3.557"
"35.395","3.550"
"35.442","3.544"
"35.490","3.539"
"35.537","3.535"
"35.584","3.532"
"35.631","3.530"
"35.679","3.528"
"35.726","3.526"
"35.773","3.525"
"35.820","3.525"
"35.868","3.525"
