"X(mm)","Z(mm)"
"0.000",""
"0.047","-0.065"
"0.095","-0.051"
"0.142","-0.035"
"0.189","-0.027"
"0.236","-0.032"
"0.284","-0.038"
"0.331","-0.036"
"0.378","-0.030"
"0.425","-0.028"
"0.473","-0.032"
"0.520","-0.036"
"0.567","-0.030"
"0.614","-0.015"
"0.662","0.000"
"0.709","0.001"
"0.756","-0.015"
"0.803","-0.033"
"0.851","-0.039"
"0.898","-0.033"
"0.945","-0.029"
"0.992","-0.037"
"1.040","-0.045"
"1.087","-0.041"
"1.134","-0.036"
"1.181","-0.041"
"1.229","-0.045"
"1.276","-0.041"
"1.323","-0.032"
"1.370","-0.028"
"1.418","-0.024"
"1.465","-0.016"
"1.512","-0.013"
"1.559","-0.021"
"1.607","-0.034"
"1.654","-0.044"
"1.701","-0.048"
"1.748","-0.047"
"1.796","-0.040"
"1.843","-0.026"
"1.890","-0.011"
"1.938","-0.004"
"1.985","-0.007"
"2.032","-0.018"
"2.079","-0.029"
"2.127","-0.033"
"2.174","-0.026"
"2.221","-0.016"
"2.268","-0.014"
"2.316","-0.021"
"2.363","-0.029"
"2.410","-0.034"
"2.457","-0.035"
"2.505","-0.031"
"2.552","-0.021"
"2.599","-0.013"
"2.646","-0.012"
"2.694","-0.019"
"2.741","-0.030"
"2.788","-0.041"
"2.835","-0.046"
"2.883","-0.043"
"2.930","-0.036"
"2.977","-0.028"
"3.024","-0.024"
"3.072","-0.026"
"3.119","-0.033"
"3.166","-0.039"
"3.213","-0.038"
"3.261","-0.035"
"3.308","-0.032"
"3.355","-0.028"
"3.402","-0.022"
"3.450","-0.015"
"3.497","-0.013"
"3.544","-0.015"
"3.591","-0.016"
"3.639","-0.017"
"3.686","-0.020"
"3.733","-0.027"
"3.781","-0.031"
"3.828","-0.032"
"3.875","-0.031"
"3.922","-0.028"
"3.970","-0.025"
"4.017","-0.026"
"4.064","-0.038"
"4.111","-0.055"
"4.159","-0.060"
"4.206","-0.047"
"4.253","-0.028"
"4.300","-0.018"
"4.348","-0.014"
"4.395","-0.005"
"4.442","0.000"
"4.489","-0.004"
"4.537","-0.014"
"4.584","-0.025"
"4.631","-0.039"
"4.678","-0.047"
"4.726","-0.041"
"4.773","-0.024"
"4.820","-0.013"
"4.867","-0.014"
"4.915","-0.018"
"4.962","-0.019"
"5.009","-0.015"
"5.056","-0.012"
"5.104","-0.013"
"5.151","-0.016"
"5.198","-0.018"
"5.245","-0.021"
"5.293","-0.027"
"5.340","-0.030"
"5.387","-0.026"
"5.434","-0.020"
"5.482","-0.013"
"5.529","-0.006"
"5.576","-0.002"
"5.624","-0.005"
"5.671","-0.012"
"5.718","-0.016"
"5.765","-0.018"
"5.813","-0.017"
"5.860","-0.013"
"5.907","-0.008"
"5.954","-0.005"
"6.002","-0.004"
"6.049","-0.007"
"6.096","-0.015"
"6.143","-0.021"
"6.191","-0.022"
"6.238","-0.026"
"6.285","-0.032"
"6.332","-0.027"
"6.380","-0.010"
"6.427","0.004"
"6.474","0.002"
"6.521","-0.008"
"6.569","-0.010"
"6.616","-0.008"
"6.663","-0.009"
"6.710","-0.015"
"6.758","-0.021"
"6.805","-0.024"
"6.852","-0.021"
"6.899","-0.014"
"6.947","-0.007"
"6.994","-0.006"
"7.041","-0.010"
"7.088","-0.017"
"7.136","-0.023"
"7.183","-0.027"
"7.230","-0.024"
"7.277","-0.013"
"7.325","-0.003"
"7.372","0.002"
"7.419","0.001"
"7.467","-0.005"
"7.514","-0.018"
"7.561","-0.028"
"7.608","-0.026"
"7.656","-0.015"
"7.703","-0.006"
"7.750","-0.006"
"7.797","-0.013"
"7.845","-0.022"
"7.892","-0.029"
"7.939","-0.030"
"7.986","-0.025"
"8.034","-0.015"
"8.081","-0.006"
"8.128","0.000"
"8.175","0.003"
"8.223","0.000"
"8.270","-0.011"
"8.317","-0.019"
"8.364","-0.017"
"8.412","-0.008"
"8.459","-0.004"
"8.506","-0.011"
"8.553","-0.018"
"8.601","-0.019"
"8.648","-0.015"
"8.695","-0.014"
"8.742","-0.018"
"8.790","-0.021"
"8.837","-0.019"
"8.884","-0.012"
"8.931","-0.004"
"8.979","-0.004"
"9.026","-0.015"
"9.073","-0.027"
"9.120","-0.030"
"9.168","-0.026"
"9.215","-0.018"
"9.262","-0.012"
"9.310","-0.011"
"9.357","-0.016"
"9.404","-0.022"
"9.451","-0.022"
"9.499","-0.018"
"9.546","-0.016"
"9.593","-0.016"
"9.640","-0.017"
"9.688","-0.018"
"9.735","-0.019"
"9.782","-0.017"
"9.829","-0.015"
"9.877","-0.014"
"9.924","-0.019"
"9.971","0.020"
"10.018","0.181"
"10.066","0.443"
