"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095",""
"0.142",""
"0.189","0.057"
"0.236","0.054"
"0.284","0.053"
"0.331","0.054"
"0.378","0.057"
"0.425","0.058"
"0.473","0.055"
"0.520","0.053"
"0.567","0.055"
"0.614","0.058"
"0.662","0.059"
"0.709","0.057"
"0.756","0.054"
"0.803","0.051"
"0.851","0.048"
"0.898","0.046"
"0.945","0.050"
"0.992","0.056"
"1.040","0.057"
"1.087","0.052"
"1.134","0.046"
"1.181","0.045"
"1.229","0.050"
"1.276","0.052"
"1.323","0.053"
"1.371","0.053"
"1.418","0.054"
"1.465","0.054"
"1.512","0.053"
"1.560","0.052"
"1.607","0.051"
"1.654","0.052"
"1.701","0.055"
"1.749","0.056"
"1.796","0.051"
"1.843","0.045"
"1.890","0.042"
"1.938","0.046"
"1.985","0.049"
"2.032","0.050"
"2.079","0.050"
"2.127","0.052"
"2.174","0.052"
"2.221","0.052"
"2.268","0.051"
"2.316","0.052"
"2.363","0.052"
"2.410","0.052"
"2.457","0.053"
"2.505","0.054"
"2.552","0.054"
"2.599","0.054"
"2.647","0.052"
"2.694","0.050"
"2.741","0.047"
"2.788","0.047"
"2.836","0.048"
"2.883","0.050"
"2.930","0.051"
"2.977","0.052"
"3.025","0.052"
"3.072","0.051"
"3.119","0.049"
"3.166","0.047"
"3.214","0.047"
"3.261","0.048"
"3.308","0.049"
"3.355","0.050"
"3.403","0.049"
"3.450","0.048"
"3.497","0.046"
"3.544","0.045"
"3.592","0.044"
"3.639","0.044"
"3.686","0.046"
"3.733","0.047"
"3.781","0.046"
"3.828","0.045"
"3.875","0.044"
"3.923","0.043"
"3.970","0.042"
"4.017","0.042"
"4.064","0.045"
"4.112","0.046"
"4.159","0.046"
"4.206","0.044"
"4.253","0.042"
"4.301","0.042"
"4.348","0.044"
"4.395","0.049"
"4.442","0.052"
"4.490","0.054"
"4.537","0.054"
"4.584","0.054"
"4.631","0.055"
"4.679","0.054"
"4.726","0.054"
"4.773","0.054"
"4.820","0.055"
"4.868","0.059"
"4.915","0.073"
"4.962","0.108"
"5.009","0.162"
"5.057","0.235"
"5.104","0.335"
"5.151","0.475"
"5.199","0.631"
"5.246","0.767"
"5.293","0.882"
"5.340","0.994"
"5.388","1.109"
"5.435","1.214"
"5.482","1.313"
"5.529","1.416"
"5.577","1.512"
"5.624","1.593"
"5.671","1.666"
"5.718","1.737"
"5.766","1.807"
"5.813","1.873"
"5.860","1.931"
"5.907","1.990"
"5.955","2.055"
"6.002","2.121"
"6.049","2.179"
"6.096","2.229"
"6.144","2.277"
"6.191","2.328"
"6.238","2.381"
"6.285","2.427"
"6.333","2.467"
"6.380","2.507"
"6.427","2.548"
"6.475","2.590"
"6.522","2.628"
"6.569","2.663"
"6.616","2.697"
"6.664","2.729"
"6.711","2.760"
"6.758","2.791"
"6.805","2.824"
"6.853","2.860"
"6.900","2.896"
"6.947","2.926"
"6.994","2.953"
"7.042","2.984"
"7.089","3.021"
"7.136","3.060"
"7.183","3.097"
"7.231","3.130"
"7.278","3.159"
"7.325","3.186"
"7.372","3.213"
"7.420","3.242"
"7.467","3.274"
"7.514","3.304"
"7.561","3.329"
"7.609","3.350"
"7.656","3.371"
"7.703","3.392"
"7.751","3.416"
"7.798","3.444"
"7.845","3.472"
"7.892","3.499"
"7.940","3.526"
"7.987","3.553"
"8.034","3.576"
"8.081","3.602"
"8.129","3.631"
"8.176","3.660"
"8.223","3.683"
"8.270","3.702"
"8.318","3.723"
"8.365","3.750"
"8.412","3.776"
"8.459","3.796"
"8.507","3.811"
"8.554","3.823"
"8.601","3.838"
"8.648","3.855"
"8.696","3.875"
"8.743","3.896"
"8.790","3.917"
"8.837","3.936"
"8.885","3.951"
"8.932","3.964"
"8.979","3.977"
"9.027","3.993"
"9.074","4.009"
"9.121","4.020"
"9.168","4.030"
"9.216","4.044"
"9.263","4.064"
"9.310","4.084"
"9.357","4.095"
"9.405","4.099"
"9.452","4.107"
"9.499","4.126"
"9.546","4.146"
"9.594","4.155"
"9.641","4.155"
"9.688","4.153"
"9.735","4.160"
"9.783","4.177"
"9.830","4.204"
"9.877","4.232"
"9.924","4.253"
"9.972","4.268"
"10.019","4.280"
"10.066","4.292"
"10.113","4.303"
"10.161","4.311"
"10.208","4.318"
"10.255","4.324"
"10.303","4.330"
"10.350","4.339"
"10.397","4.350"
"10.444","4.361"
"10.492","4.371"
"10.539","4.383"
"10.586","4.396"
"10.633","4.406"
"10.681","4.414"
"10.728","4.421"
"10.775","4.428"
"10.822","4.432"
"10.870","4.432"
"10.917","4.435"
"10.964","4.442"
"11.011","4.449"
"11.059","4.451"
"11.106","4.453"
"11.153","4.462"
"11.200","4.476"
"11.248","4.490"
"11.295","4.501"
"11.342","4.509"
"11.389","4.519"
"11.437","4.531"
"11.484","4.540"
"11.531","4.548"
"11.579","4.552"
"11.626","4.556"
"11.673","4.560"
"11.720","4.566"
"11.768","4.573"
"11.815","4.579"
"11.862","4.582"
"11.909","4.583"
"11.957","4.585"
"12.004","4.588"
"12.051","4.591"
"12.098","4.593"
"12.146","4.595"
"12.193","4.596"
"12.240","4.599"
"12.287","4.603"
"12.335","4.608"
"12.382","4.611"
"12.429","4.613"
"12.476","4.614"
"12.524","4.615"
"12.571","4.615"
"12.618","4.613"
"12.665","4.613"
"12.713","4.613"
"12.760","4.613"
"12.807","4.613"
"12.855","4.612"
"12.902","4.612"
"12.949","4.611"
"12.996","4.612"
"13.044","4.615"
"13.091","4.618"
"13.138","4.621"
"13.185","4.623"
"13.233","4.626"
"13.280","4.628"
"13.327","4.629"
"13.374","4.628"
"13.422","4.627"
"13.469","4.627"
"13.516","4.625"
"13.563","4.624"
"13.611","4.622"
"13.658","4.616"
"13.705","4.610"
"13.752","4.602"
"13.800","4.595"
"13.847","4.587"
"13.894","4.581"
"13.941","4.579"
"13.989","4.576"
"14.036","4.574"
"14.083","4.572"
"14.131","4.568"
"14.178","4.562"
"14.225","4.553"
"14.272","4.547"
"14.320","4.542"
"14.367","4.537"
"14.414","4.533"
"14.461","4.532"
"14.509","4.531"
"14.556","4.529"
"14.603","4.526"
"14.650","4.522"
"14.698","4.518"
"14.745","4.515"
"14.792","4.515"
"14.839","4.515"
"14.887","4.513"
"14.934","4.508"
"14.981","4.500"
"15.028","4.490"
"15.076","4.480"
"15.123","4.471"
"15.170","4.464"
"15.217","4.458"
"15.265","4.454"
"15.312","4.451"
"15.359","4.449"
"15.407","4.446"
"15.454","4.441"
"15.501","4.433"
"15.548","4.423"
"15.596","4.412"
"15.643","4.403"
"15.690","4.397"
"15.737","4.394"
"15.785","4.392"
"15.832","4.390"
"15.879","4.387"
"15.926","4.383"
"15.974","4.377"
"16.021","4.368"
"16.068","4.359"
"16.115","4.352"
"16.163","4.346"
"16.210","4.343"
"16.257","4.342"
"16.304","4.342"
"16.352","4.342"
"16.399","4.343"
"16.446","4.343"
"16.493","4.343"
"16.541","4.343"
"16.588","4.343"
"16.635","4.343"
"16.683","4.343"
"16.730","4.340"
"16.777","4.336"
"16.824","4.332"
"16.872","4.326"
"16.919","4.319"
"16.966","4.311"
"17.013","4.302"
"17.061","4.295"
"17.108","4.291"
"17.155","4.289"
"17.202","4.289"
"17.250","4.288"
"17.297","4.285"
"17.344","4.278"
"17.391","4.268"
"17.439","4.259"
"17.486","4.252"
"17.533","4.250"
"17.580","4.250"
"17.628","4.253"
"17.675","4.255"
"17.722","4.255"
"17.769","4.252"
"17.817","4.247"
"17.864","4.242"
"17.911","4.236"
"17.959","4.229"
"18.006","4.222"
"18.053","4.217"
"18.100","4.215"
"18.148","4.212"
"18.195","4.208"
"18.242","4.203"
"18.289","4.197"
"18.337","4.191"
"18.384","4.185"
"18.431","4.179"
"18.478","4.172"
"18.526","4.167"
"18.573","4.162"
"18.620","4.157"
"18.667","4.153"
"18.715","4.151"
"18.762","4.150"
"18.809","4.149"
"18.856","4.149"
"18.904","4.148"
"18.951","4.149"
"18.998","4.150"
"19.045","4.153"
"19.093","4.156"
"19.140","4.159"
"19.187","4.162"
"19.235","4.164"
"19.282","4.163"
"19.329","4.158"
"19.376","4.150"
"19.424","4.140"
"19.471","4.131"
"19.518","4.124"
