"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095","-0.089"
"0.142","-0.088"
"0.189","-0.087"
"0.236","-0.085"
"0.284","-0.085"
"0.331","-0.084"
"0.378","-0.081"
"0.425","-0.078"
"0.473","-0.077"
"0.520","-0.077"
"0.567","-0.077"
"0.614","-0.079"
"0.662","-0.081"
"0.709","-0.080"
"0.756","-0.077"
"0.803","-0.074"
"0.851","-0.074"
"0.898","-0.076"
"0.945","-0.078"
"0.992","-0.078"
"1.040","-0.079"
"1.087","-0.081"
"1.134","-0.084"
"1.181","-0.086"
"1.229","-0.086"
"1.276","-0.084"
"1.323","-0.082"
"1.370","-0.080"
"1.418","-0.078"
"1.465","-0.074"
"1.512","-0.071"
"1.559","-0.073"
"1.607","-0.076"
"1.654","-0.078"
"1.701","-0.076"
"1.748","-0.074"
"1.796","-0.073"
"1.843","-0.072"
"1.890","-0.070"
"1.938","-0.068"
"1.985","-0.067"
"2.032","-0.066"
"2.079","-0.066"
"2.127","-0.066"
"2.174","-0.066"
"2.221","-0.066"
"2.268","-0.066"
"2.316","-0.066"
"2.363","-0.065"
"2.410","-0.064"
"2.457","-0.064"
"2.505","-0.065"
"2.552","-0.066"
"2.599","-0.066"
"2.646","-0.065"
"2.694","-0.065"
"2.741","-0.067"
"2.788","-0.068"
"2.835","-0.068"
"2.883","-0.069"
"2.930","-0.070"
"2.977","-0.069"
"3.024","-0.065"
"3.072","-0.065"
"3.119","-0.067"
"3.166","-0.068"
"3.213","-0.068"
"3.261","-0.067"
"3.308","-0.066"
"3.355","-0.064"
"3.402","-0.063"
"3.450","-0.065"
"3.497","-0.066"
"3.544","-0.068"
"3.591","-0.066"
"3.639","-0.064"
"3.686","-0.062"
"3.733","-0.061"
"3.781","-0.063"
"3.828","-0.064"
"3.875","-0.064"
"3.922","-0.062"
"3.970","-0.059"
"4.017","-0.060"
"4.064","-0.065"
"4.111","-0.071"
"4.159","-0.073"
"4.206","-0.071"
"4.253","-0.065"
"4.300","-0.058"
"4.348","-0.055"
"4.395","-0.055"
"4.442","-0.055"
"4.489","-0.054"
"4.537","-0.053"
"4.584","-0.054"
"4.631","-0.056"
"4.678","-0.059"
"4.726","-0.062"
"4.773","-0.061"
"4.820","-0.057"
"4.867","-0.051"
"4.915","-0.051"
"4.962","-0.054"
"5.009","-0.056"
"5.056","-0.056"
"5.104","-0.054"
"5.151","-0.055"
"5.198","-0.052"
"5.245","-0.051"
"5.293","-0.055"
"5.340","-0.061"
"5.387","-0.064"
"5.434","-0.062"
"5.482","-0.058"
"5.529","-0.055"
"5.576","-0.051"
"5.624","-0.052"
"5.671","-0.056"
"5.718","-0.057"
"5.765","-0.059"
"5.813","-0.059"
"5.860","-0.055"
"5.907","-0.052"
"5.954","-0.051"
"6.002","-0.054"
"6.049","-0.054"
"6.096","-0.051"
"6.143","-0.051"
"6.191","-0.052"
"6.238","-0.052"
"6.285","-0.049"
"6.332","-0.046"
"6.380","-0.047"
"6.427","-0.050"
"6.474","-0.053"
"6.521","-0.056"
"6.569","-0.057"
"6.616","-0.056"
"6.663","-0.052"
"6.710","-0.050"
"6.758","-0.050"
"6.805","-0.051"
"6.852","-0.051"
"6.899","-0.050"
"6.947","-0.050"
"6.994","-0.050"
"7.041","-0.049"
"7.088","-0.048"
"7.136","-0.048"
"7.183","-0.047"
"7.230","-0.047"
"7.277","-0.047"
"7.325","-0.049"
"7.372","-0.049"
"7.419","-0.047"
"7.467","-0.046"
"7.514","-0.048"
"7.561","-0.047"
"7.608","-0.044"
"7.656","-0.044"
"7.703","-0.048"
"7.750","-0.051"
"7.797","-0.050"
"7.845","-0.047"
"7.892","-0.046"
"7.939","-0.046"
"7.986","-0.046"
"8.034","-0.046"
"8.081","-0.049"
"8.128","-0.051"
"8.175","-0.050"
"8.223","-0.046"
"8.270","-0.043"
"8.317","-0.046"
"8.364","-0.051"
"8.412","-0.054"
"8.459","-0.051"
"8.506","-0.045"
"8.553","-0.042"
"8.601","-0.043"
"8.648","-0.046"
"8.695","-0.044"
"8.742","-0.042"
"8.790","-0.041"
"8.837","-0.040"
"8.884","-0.037"
"8.931","-0.035"
"8.979","-0.037"
"9.026","-0.040"
"9.073","-0.040"
"9.120","-0.039"
"9.168","-0.041"
"9.215","-0.044"
"9.262","-0.049"
"9.310","-0.053"
"9.357","-0.054"
"9.404","-0.050"
"9.451","-0.047"
"9.499","-0.048"
"9.546","-0.050"
"9.593","-0.050"
"9.640","-0.047"
"9.688","-0.044"
"9.735","-0.044"
"9.782","-0.042"
"9.829","-0.041"
"9.877","-0.039"
"9.924","-0.037"
"9.971","-0.040"
"10.018","-0.042"
"10.066","-0.044"
"10.113","-0.041"
"10.160","-0.040"
"10.207","-0.038"
"10.255","-0.037"
"10.302","-0.036"
"10.349","-0.036"
"10.396","-0.035"
"10.444","-0.035"
"10.491","-0.036"
"10.538","-0.036"
"10.585","-0.036"
"10.633","-0.036"
"10.680","-0.036"
"10.727","-0.036"
"10.774","-0.036"
"10.822","-0.036"
"10.869","-0.034"
"10.916","-0.033"
"10.963","-0.033"
"11.011","-0.034"
"11.058","-0.037"
"11.105","-0.039"
"11.153","-0.038"
"11.200","-0.033"
"11.247","-0.029"
"11.294","-0.032"
"11.342","-0.036"
"11.389","-0.038"
"11.436","-0.037"
"11.483","-0.035"
"11.531","-0.034"
"11.578","-0.036"
"11.625","-0.037"
"11.672","-0.037"
"11.720","-0.031"
"11.767","-0.027"
"11.814","-0.028"
"11.861","-0.028"
"11.909","-0.042"
"11.956","-0.042"
"12.003","-0.041"
"12.050","-0.038"
"12.098","-0.035"
"12.145","-0.038"
"12.192","-0.039"
"12.239","-0.038"
"12.287","-0.034"
"12.334","-0.033"
"12.381","-0.036"
"12.428","-0.036"
"12.476","-0.030"
"12.523","-0.028"
"12.570","-0.031"
"12.617","-0.037"
"12.665","-0.038"
"12.712","-0.039"
"12.759","-0.038"
"12.806","-0.034"
"12.854","-0.029"
"12.901","-0.029"
"12.948","-0.039"
"12.996","-0.046"
"13.043","-0.044"
"13.090","-0.041"
"13.137","-0.039"
"13.185","-0.039"
"13.232","-0.038"
"13.279","-0.039"
"13.326","-0.043"
"13.374","-0.043"
"13.421","-0.040"
"13.468","-0.037"
"13.515","-0.035"
"13.563","-0.032"
"13.610","-0.033"
"13.657","-0.033"
"13.704","-0.033"
"13.752","-0.031"
"13.799","-0.030"
"13.846","-0.031"
"13.893","-0.032"
"13.941","-0.034"
"13.988","-0.034"
"14.035","-0.032"
"14.082","-0.031"
"14.130","-0.031"
"14.177","-0.034"
"14.224","-0.035"
"14.271","-0.034"
"14.319","-0.031"
"14.366","-0.031"
"14.413","-0.031"
"14.460","-0.033"
"14.508","-0.034"
"14.555","-0.034"
"14.602","-0.032"
"14.649","-0.030"
"14.697","-0.030"
"14.744","-0.031"
"14.791","-0.033"
"14.839","-0.034"
"14.886","-0.033"
"14.933","-0.033"
"14.980","-0.033"
"15.028","-0.034"
"15.075","-0.033"
"15.122","-0.030"
"15.169","-0.028"
"15.217","-0.029"
"15.264","-0.030"
"15.311","-0.032"
"15.358","-0.031"
"15.406","-0.030"
"15.453","-0.030"
"15.500","-0.030"
"15.547","-0.031"
"15.595","-0.032"
"15.642","-0.030"
"15.689","-0.028"
"15.736","-0.027"
"15.784","-0.026"
"15.831","-0.025"
"15.878","-0.024"
"15.925","-0.024"
"15.973","-0.025"
"16.020","-0.025"
"16.067","-0.025"
"16.114","-0.024"
"16.162","-0.023"
"16.209","-0.023"
"16.256","-0.026"
"16.303","-0.030"
"16.351","-0.030"
"16.398","-0.028"
"16.445","-0.026"
"16.492","-0.028"
"16.540","-0.030"
"16.587","-0.032"
"16.634","-0.029"
"16.682","-0.020"
"16.729","0.029"
"16.776","0.103"
"16.823","0.195"
"16.871","0.286"
"16.918","0.336"
"16.965","0.373"
"17.012","0.380"
"17.060","1.549"
"17.107","1.562"
"17.154","1.576"
"17.201","1.589"
"17.249","1.598"
"17.296","1.607"
"17.343","1.604"
"17.390","1.665"
"17.438","1.732"
"17.485","1.801"
"17.532","1.866"
"17.579","1.919"
"17.627","1.959"
"17.674","1.995"
"17.721","2.040"
"17.768","2.095"
"17.816","2.147"
