"X(mm)","Z(mm)"
"0.000",""
"0.047",""
"0.095",""
"0.142",""
"0.189","0.026"
"0.236","0.025"
"0.284","0.022"
"0.331","0.019"
"0.378","0.018"
"0.425","0.018"
"0.473","0.020"
"0.520","0.022"
"0.567","0.023"
"0.614","0.021"
"0.662","0.017"
"0.709","0.013"
"0.756","0.014"
"0.803","0.021"
"0.851","0.027"
"0.898","0.028"
"0.945","0.026"
"0.992","0.026"
"1.040","0.030"
"1.087","0.033"
"1.134","0.032"
"1.181","0.027"
"1.229","0.018"
"1.276","0.016"
"1.323","0.026"
"1.370","0.040"
"1.418","0.045"
"1.465","0.040"
"1.512","0.034"
"1.559","0.031"
"1.607","0.027"
"1.654","0.027"
"1.701","0.030"
"1.749","0.033"
"1.796","0.034"
"1.843","0.036"
"1.890","0.038"
"1.938","0.040"
"1.985","0.038"
"2.032","0.034"
"2.079","0.029"
"2.127","0.026"
"2.174","0.028"
"2.221","0.032"
"2.268","0.037"
"2.316","0.038"
"2.363","0.034"
"2.410","0.029"
"2.457","0.028"
"2.505","0.032"
"2.552","0.037"
"2.599","0.040"
"2.646","0.042"
"2.694","0.042"
"2.741","0.042"
"2.788","0.040"
"2.835","0.037"
"2.883","0.036"
"2.930","0.037"
"2.977","0.039"
"3.024","0.040"
"3.072","0.042"
"3.119","0.044"
"3.166","0.043"
"3.213","0.041"
"3.261","0.040"
"3.308","0.041"
"3.355","0.042"
"3.403","0.043"
"3.450","0.044"
"3.497","0.044"
"3.544","0.045"
"3.592","0.047"
"3.639","0.049"
"3.686","0.049"
"3.733","0.048"
"3.781","0.048"
"3.828","0.050"
"3.875","0.052"
"3.922","0.052"
"3.970","0.049"
"4.017","0.048"
"4.064","0.049"
"4.111","0.051"
"4.159","0.053"
"4.206","0.054"
"4.253","0.054"
"4.300","0.054"
"4.348","0.053"
"4.395","0.054"
"4.442","0.055"
"4.489","0.056"
"4.537","0.057"
"4.584","0.058"
"4.631","0.059"
"4.678","0.058"
"4.726","0.057"
"4.773","0.056"
"4.820","0.056"
"4.867","0.058"
"4.915","0.060"
"4.962","0.060"
"5.009","0.060"
"5.057","0.061"
"5.104","0.061"
"5.151","0.060"
"5.198","0.058"
"5.246","0.057"
"5.293","0.056"
"5.340","0.055"
"5.387","0.056"
"5.435","0.058"
"5.482","0.061"
"5.529","0.063"
"5.576","0.063"
"5.624","0.062"
"5.671","0.060"
"5.718","0.058"
"5.765","0.058"
"5.813","0.060"
"5.860","0.063"
"5.907","0.064"
"5.954","0.064"
"6.002","0.063"
"6.049","0.064"
"6.096","0.066"
"6.143","0.067"
"6.191","0.066"
"6.238","0.065"
"6.285","0.070"
"6.332","0.080"
"6.380","0.093"
"6.427","0.103"
"6.474","0.104"
"6.521","0.099"
"6.569","0.093"
"6.616","0.090"
"6.663","0.095"
"6.710","0.109"
"6.758","0.127"
"6.805","0.148"
"6.852","0.174"
"6.900","0.205"
"6.947","0.248"
"6.994","0.309"
"7.041","0.392"
"7.089","0.486"
"7.136","0.582"
"7.183","0.683"
"7.230","0.788"
"7.278","0.889"
"7.325","0.971"
"7.372","1.036"
"7.419","1.101"
"7.467","1.172"
"7.514","1.240"
"7.561","1.299"
"7.608","1.352"
"7.656","1.404"
"7.703","1.455"
"7.750","1.504"
"7.797","1.549"
"7.845","1.588"
"7.892","1.629"
"7.939","1.673"
"7.986","1.715"
"8.034","1.755"
"8.081","1.795"
"8.128","1.830"
"8.175","1.864"
"8.223","1.894"
"8.270","1.925"
"8.317","1.959"
"8.364","1.996"
"8.412","2.032"
"8.459","2.070"
"8.506","2.115"
"8.554","2.162"
"8.601","2.195"
"8.648","2.207"
"8.695","2.213"
"8.743","2.229"
"8.790","2.255"
"8.837","2.283"
"8.884","2.310"
"8.932","2.333"
"8.979","2.354"
"9.026","2.374"
"9.073","2.395"
"9.121","2.418"
"9.168","2.441"
"9.215","2.462"
"9.262","2.483"
"9.310","2.505"
"9.357","2.528"
"9.404","2.552"
"9.451","2.575"
"9.499","2.597"
"9.546","2.618"
"9.593","2.638"
"9.640","2.654"
"9.688","2.668"
"9.735","2.681"
"9.782","2.697"
"9.829","2.715"
"9.877","2.733"
"9.924","2.748"
"9.971","2.761"
"10.018","2.776"
"10.066","2.791"
"10.113","2.804"
"10.160","2.816"
"10.208","2.827"
"10.255","2.838"
"10.302","2.850"
"10.349","2.861"
"10.397","2.873"
"10.444","2.884"
"10.491","2.895"
"10.538","2.906"
"10.586","2.917"
"10.633","2.926"
"10.680","2.935"
"10.727","2.944"
"10.775","2.953"
"10.822","2.961"
"10.869","2.968"
"10.916","2.976"
"10.964","2.984"
"11.011","2.992"
"11.058","2.999"
"11.105","3.006"
"11.153","3.013"
"11.200","3.020"
"11.247","3.027"
"11.294","3.034"
"11.342","3.042"
"11.389","3.049"
"11.436","3.055"
"11.483","3.060"
"11.531","3.064"
"11.578","3.067"
"11.625","3.069"
"11.672","3.072"
"11.720","3.075"
"11.767","3.077"
"11.814","3.079"
"11.862","3.082"
"11.909","3.084"
"11.956","3.087"
"12.003","3.090"
"12.051","3.093"
"12.098","3.097"
"12.145","3.100"
"12.192","3.104"
"12.240","3.108"
"12.287","3.111"
"12.334","3.113"
"12.381","3.115"
"12.429","3.116"
"12.476","3.116"
"12.523","3.115"
"12.570","3.114"
"12.618","3.112"
"12.665","3.111"
"12.712","3.111"
"12.759","3.110"
"12.807","3.110"
"12.854","3.110"
"12.901","3.110"
"12.948","3.110"
"12.996","3.111"
"13.043","3.112"
"13.090","3.112"
"13.137","3.113"
"13.185","3.114"
"13.232","3.114"
"13.279","3.114"
"13.326","3.114"
"13.374","3.115"
"13.421","3.114"
"13.468","3.114"
"13.516","3.112"
"13.563","3.110"
"13.610","3.108"
"13.657","3.105"
"13.705","3.103"
"13.752","3.099"
"13.799","3.095"
"13.846","3.091"
"13.894","3.086"
"13.941","3.082"
"13.988","3.078"
"14.035","3.073"
"14.083","3.068"
"14.130","3.063"
"14.177","3.058"
"14.224","3.054"
"14.272","3.050"
"14.319","3.047"
"14.366","3.043"
"14.413","3.040"
"14.461","3.036"
"14.508","3.033"
"14.555","3.031"
"14.602","3.027"
"14.650","3.022"
"14.697","3.018"
"14.744","3.015"
"14.791","3.011"
"14.839","3.006"
"14.886","3.002"
"14.933","2.998"
"14.980","2.994"
"15.028","2.989"
"15.075","2.984"
"15.122","2.979"
"15.170","2.975"
"15.217","2.970"
"15.264","2.965"
"15.311","2.961"
"15.359","2.956"
"15.406","2.952"
"15.453","2.948"
"15.500","2.945"
"15.548","2.942"
"15.595","2.938"
"15.642","2.935"
"15.689","2.933"
"15.737","2.931"
"15.784","2.928"
"15.831","2.925"
"15.878","2.922"
"15.926","2.919"
"15.973","2.915"
"16.020","2.912"
"16.067","2.909"
"16.115","2.907"
"16.162","2.905"
"16.209","2.903"
"16.256","2.899"
"16.304","2.896"
"16.351","2.895"
"16.398","2.894"
"16.445","2.892"
"16.493","2.887"
"16.540","2.883"
"16.587","2.880"
"16.634","2.878"
"16.682","2.875"
"16.729","2.873"
"16.776","2.871"
"16.824","2.869"
"16.871","2.865"
"16.918","2.861"
"16.965","2.855"
"17.013","2.851"
"17.060","2.847"
"17.107","2.842"
"17.154","2.836"
"17.202","2.831"
"17.249","2.827"
"17.296","2.822"
"17.343","2.816"
"17.391","2.810"
"17.438","2.805"
"17.485","2.800"
"17.532","2.796"
"17.580","2.791"
"17.627","2.787"
"17.674","2.784"
"17.721","2.782"
"17.769","2.779"
"17.816","2.776"
"17.863","2.773"
"17.910","2.769"
"17.958","2.766"
"18.005","2.763"
"18.052","2.760"
"18.099","2.755"
"18.147","2.749"
"18.194","2.745"
"18.241","2.740"
"18.288","2.734"
"18.336","2.729"
"18.383","2.726"
"18.430","2.723"
"18.477","2.719"
"18.525","2.715"
"18.572","2.709"
"18.619","2.702"
"18.667","2.697"
"18.714","2.693"
"18.761","2.688"
"18.808","2.683"
"18.856","2.678"
"18.903","2.673"
"18.950","2.667"
"18.997","2.661"
"19.045","2.655"
"19.092","2.651"
"19.139","2.646"
"19.186","2.640"
"19.234","2.634"
"19.281","2.630"
"19.328","2.626"
"19.375","2.620"
"19.423","2.615"
"19.470","2.610"
"19.517","2.607"
